company_name,categories,main_category
Odigos,Software,Software y Servicios B2B
Wild Moose,"Information Technology, Software",Software y Servicios B2B
Argon AI,"Artificial Intelligence (AI), Biotechnology, Data and Analytics, Health Care, Other, Science and Engineering, Software",Software y Servicios B2B
Revi,"Artificial Intelligence (AI), Other, Software",Software y Servicios B2B
Adagy Robotics,"Artificial Intelligence (AI), Data and Analytics, Hardware, Manufacturing, Science and Engineering, Software, Transportation",Industria
Pando Bioscience,"Biotechnology, Health Care, Science and Engineering",Salud
Powder,"Financial Services, Sales and Marketing",Finanzas
Vocode,"Data and Analytics, Information Technology, Software",Software y Servicios B2B
PointOne,"Payments, Privacy and Security, Professional Services, Software",Software y Servicios B2B
Metal_2,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software",Software y Servicios B2B
Fortuna Health,"Health Care, Information Technology, Navigation and Mapping",Software y Servicios B2B
Pharos,"Artificial Intelligence (AI), Data and Analytics, Health Care, Science and Engineering, Software",Software y Servicios B2B
Flint,"Artificial Intelligence (AI), Data and Analytics, Education, Science and Engineering, Software",Educación
Twenty (YC S23),"Information Technology, Sales and Marketing, Software",Software y Servicios B2B
Omnistrate,"Information Technology, Software",Software y Servicios B2B
Attunement,"Artificial Intelligence (AI), Data and Analytics, Health Care, Science and Engineering, Software",Software y Servicios B2B
PartnerHQ,"Community and Lifestyle, Other, Professional Services, Sales and Marketing",No Especificado
Roe AI,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",Software y Servicios B2B
Spaceium,"Information Technology, Science and Engineering, Transportation",Software y Servicios B2B
Happenstance,"Administrative Services, Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",Software y Servicios B2B
Guac,"Food and Beverage, Information Technology, Media and Entertainment, Software, Sustainability",Software y Servicios B2B
Yarn,"Artificial Intelligence (AI), Content and Publishing, Data and Analytics, Media and Entertainment, Science and Engineering, Software, Video",Software y Servicios B2B
Double_1,Financial Services,Finanzas
Accend,"Information Technology, Professional Services, Software",Software y Servicios B2B
Central,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Other, Science and Engineering, Software",Finanzas
Twenty,"Information Technology, Software",Software y Servicios B2B
Presti,"Artificial Intelligence (AI), Community and Lifestyle, Consumer Goods, Data and Analytics, Science and Engineering, Software",Software y Servicios B2B
Selera Medical,"Health Care, Manufacturing",Industria
DryMerge,"Artificial Intelligence (AI), Data and Analytics, Other, Science and Engineering, Software",Software y Servicios B2B
Skyvern,"Artificial Intelligence (AI), Data and Analytics, Hardware, Information Technology, Science and Engineering, Software",Software y Servicios B2B
Clueso,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",Software y Servicios B2B
HeartByte,"Internet Services, Media and Entertainment, Other",No Especificado
CandorIQ,"Administrative Services, Financial Services, Information Technology, Software",Finanzas
Lantern,"Artificial Intelligence (AI), Data and Analytics, Other, Science and Engineering, Software",Software y Servicios B2B
YonedaLabs,"Artificial Intelligence (AI), Biotechnology, Data and Analytics, Health Care, Science and Engineering, Software",Software y Servicios B2B
Sola,"Artificial Intelligence (AI), Data and Analytics, Hardware, Information Technology, Science and Engineering, Software",Software y Servicios B2B
Cartage,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software, Transportation",Software y Servicios B2B
Synch,"Financial Services, Lending and Investments, Professional Services",Finanzas
Univerbal,"Apps, Artificial Intelligence (AI), Data and Analytics, Education, Information Technology, Science and Engineering, Software",Educación
Ecliptor,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",Software y Servicios B2B
Red Barn Robotics,"Agriculture and Farming, Hardware, Science and Engineering, Software",Software y Servicios B2B
Fintool.com,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Internet Services, Science and Engineering, Software",Finanzas
Granza Bio,"Biotechnology, Health Care, Science and Engineering",Salud
Drillbit,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Sales and Marketing, Science and Engineering, Software",Software y Servicios B2B
AgentHub,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software",Software y Servicios B2B
Resonance,"Sales and Marketing, Software",Software y Servicios B2B
Airgoods,"Commerce and Shopping, Food and Beverage",Consumo
Brewit,"Apps, Data and Analytics, Information Technology, Software",Software y Servicios B2B
Eris Biotech,"Biotechnology, Health Care, Science and Engineering",Salud
Osium AI,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",Software y Servicios B2B
Roame Holdings,"Community and Lifestyle, Software, Travel and Tourism",Software y Servicios B2B
SuperKalam,Software,Software y Servicios B2B
Planbase,"Health Care, Software",Software y Servicios B2B
Cleva,"Financial Services, Lending and Investments, Payments",Finanzas
Miden,"Financial Services, Payments",Finanzas
Contour,"Data and Analytics, Design, Other, Software",Software y Servicios B2B
Index,Software,Software y Servicios B2B
Oway,"Artificial Intelligence (AI), Commerce and Shopping, Data and Analytics, Science and Engineering, Software, Transportation",Software y Servicios B2B
Voicepanel,"Data and Analytics, Design, Information Technology, Internet Services, Other, Software",Software y Servicios B2B
VetRec,"Artificial Intelligence (AI), Data and Analytics, Health Care, Science and Engineering, Software",Software y Servicios B2B
Tailfin,"Data and Analytics, Sales and Marketing, Software",Software y Servicios B2B
Elodin,"Consumer Electronics, Consumer Goods, Hardware, Science and Engineering, Software",Software y Servicios B2B
Risotto,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software",Software y Servicios B2B
Phospho,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software",Software y Servicios B2B
Patchwork,"Hardware, Information Technology, Internet Services",Software y Servicios B2B
Basalt Tech,"Manufacturing, Science and Engineering, Transportation",Industria
Magic Hour,"Artificial Intelligence (AI), Data and Analytics, Media and Entertainment, Science and Engineering, Software, Video",Software y Servicios B2B
Narrative,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Payments, Science and Engineering, Software",Finanzas
Revamp AI,"Advertising, Artificial Intelligence (AI), Data and Analytics, Sales and Marketing, Science and Engineering, Software",Software y Servicios B2B
Deasie,"Artificial Intelligence (AI), Data and Analytics, Privacy and Security, Science and Engineering, Software",Software y Servicios B2B
Artos,"Artificial Intelligence (AI), Biotechnology, Data and Analytics, Other, Science and Engineering, Software",Software y Servicios B2B
Cargo,"Artificial Intelligence (AI), Data and Analytics, Other, Science and Engineering, Software",Software y Servicios B2B
Cedana,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",Software y Servicios B2B
Struct,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",Software y Servicios B2B
Undermind,"Artificial Intelligence (AI), Data and Analytics, Internet Services, Science and Engineering, Software",Software y Servicios B2B
Parallel 1245,"Health Care, Software",Software y Servicios B2B
Xeol,"Information Technology, Privacy and Security, Software",Software y Servicios B2B
CambioML,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",Software y Servicios B2B
HumanLayer,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software",Software y Servicios B2B
Pointhound,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Lending and Investments, Payments, Science and Engineering, Software",Finanzas
Cardinal,Software,Software y Servicios B2B
Leaping AI,"Artificial Intelligence (AI), Data and Analytics, Other, Science and Engineering, Software",Software y Servicios B2B
Decoda Health,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Health Care, Science and Engineering, Software",Finanzas
Precip,"Agriculture and Farming, Data and Analytics, Design, Information Technology, Other, Software",Software y Servicios B2B
Pierre,"Information Technology, Software",Software y Servicios B2B
Quill AI,"Financial Services, Software",Finanzas
AltiusHub,"Biotechnology, Health Care, Science and Engineering, Software",Software y Servicios B2B
Dataleap,"Artificial Intelligence (AI), Data and Analytics, Design, Science and Engineering, Software",Software y Servicios B2B
Centralize,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Sales and Marketing, Science and Engineering, Software",Software y Servicios B2B
Buster,"Artificial Intelligence (AI), Data and Analytics, Design, Information Technology, Science and Engineering, Software",Software y Servicios B2B
Alguna,"Other, Payments, Software",Software y Servicios B2B
Constructable,"Artificial Intelligence (AI), Data and Analytics, Real Estate, Science and Engineering, Software",Bienes Raíces y Construcción
DraftAid,"Design, Software",Software y Servicios B2B
RadMate AI,"Artificial Intelligence (AI), Data and Analytics, Health Care, Science and Engineering, Software",Software y Servicios B2B
Second,"Apps, Software",Software y Servicios B2B
Twine,"Artificial Intelligence (AI), Data and Analytics, Other, Professional Services, Sales and Marketing, Science and Engineering, Software",Software y Servicios B2B
Aqua Voice,"Information Technology, Internet Services",Software y Servicios B2B
Titan AI,"Apps, Artificial Intelligence (AI), Gaming, Mobile, Software",Software y Servicios B2B
Remy Security,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Privacy and Security, Science and Engineering, Software",Software y Servicios B2B
SciPhi,Information Technology,Software y Servicios B2B
Shepherd_1,"Artificial Intelligence (AI), Data and Analytics, Education, Science and Engineering, Software",Educación
emojis.com,"Artificial Intelligence (AI), Data and Analytics, Design, Science and Engineering, Software",Software y Servicios B2B
Leafpress,"Data and Analytics, Hardware, Information Technology, Software",Software y Servicios B2B
Surface Labs,"Information Technology, Sales and Marketing, Software",Software y Servicios B2B
Spark,"Artificial Intelligence (AI), Data and Analytics, Internet Services, Science and Engineering, Software",Software y Servicios B2B
CoCrafter,Real Estate,Bienes Raíces y Construcción
Diffusion Studio,"Artificial Intelligence (AI), Data and Analytics, Media and Entertainment, Science and Engineering, Software, Video",Software y Servicios B2B
Infinity,"Financial Services, Payments",Finanzas
Baseline AI,"Artificial Intelligence (AI), Data and Analytics, Other, Science and Engineering, Software",Software y Servicios B2B
Superagent,Software,Software y Servicios B2B
Odo,"Artificial Intelligence (AI), Other, Software",Software y Servicios B2B
Serra Technologies,"Data and Analytics, Design, Hardware, Information Technology, Internet Services, Software",Software y Servicios B2B
Meru_1,"Apps, Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software",Software y Servicios B2B
Poka Labs,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Manufacturing, Science and Engineering, Software",Industria
Baselit,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",Software y Servicios B2B
Azalea Robotics Corporation,"Artificial Intelligence (AI), Data and Analytics, Hardware, Science and Engineering, Software, Transportation",Software y Servicios B2B
mdhub,"Artificial Intelligence (AI), Data and Analytics, Health Care, Science and Engineering, Software",Software y Servicios B2B
Health Harbor,"Health Care, Information Technology, Software",Software y Servicios B2B
Glide,"Other, Software",Software y Servicios B2B
Relari,Software,Software y Servicios B2B
Bilanc,Software,Software y Servicios B2B
Carma,Transportation,No Especificado
Vaero,"Other, Professional Services, Software",Software y Servicios B2B
Simbie Health,"Education, Health Care",Educación
InQuery,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Science and Engineering, Software",Finanzas
Hatchet,"Information Technology, Internet Services",Software y Servicios B2B
Watto AI,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",Software y Servicios B2B
Exploding Gradients,"Science and Engineering, Software",Software y Servicios B2B
xPay,"Financial Services, Information Technology",Finanzas
GovernGPT,Financial Services,Finanzas
Mica AI,"Artificial Intelligence (AI), Data and Analytics, Sales and Marketing, Science and Engineering, Software",Software y Servicios B2B
Aglide,"Information Technology, Other, Privacy and Security, Software",Software y Servicios B2B
Palomma,"Apps, Financial Services, Mobile, Payments, Software",Finanzas
Veles,"Other, Software",Software y Servicios B2B
SiLogy,Software,Software y Servicios B2B
Parea AI,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",Software y Servicios B2B
Million,"Internet Services, Software",Software y Servicios B2B
Focal_2,"Media and Entertainment, Software, Video",Software y Servicios B2B
Linc AI,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software",Software y Servicios B2B
Flair Health,"Artificial Intelligence (AI), Data and Analytics, Other, Science and Engineering, Software",Software y Servicios B2B
Maven Bio,"Artificial Intelligence (AI), Biotechnology, Data and Analytics, Health Care, Science and Engineering, Software",Software y Servicios B2B
Chatter,"Information Technology, Internet Services, Other",Software y Servicios B2B
Ionworks,"Energy, Software",Software y Servicios B2B
Curo,Transportation,No Especificado
ion design,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",Software y Servicios B2B
Menza,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",Software y Servicios B2B
CloudCruise,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",Software y Servicios B2B
Kite,"Artificial Intelligence (AI), Data and Analytics, Media and Entertainment, Sales and Marketing, Science and Engineering, Software, Video",Software y Servicios B2B
Elayne,"Administrative Services, Health Care, Professional Services",Salud
Coldreach,"Information Technology, Internet Services, Messaging and Telecommunications",Software y Servicios B2B
Atopile,"Consumer Electronics, Hardware, Information Technology, Manufacturing",Industria
Glade,"Gaming, Software",Software y Servicios B2B
Fume,"Artificial Intelligence (AI), Data and Analytics, Education, Science and Engineering, Software",Educación
Sonauto,Software,Software y Servicios B2B
Abel,"Information Technology, Internet Services, Other, Professional Services, Software",Software y Servicios B2B
CodeStory,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software",Software y Servicios B2B
Inri,Financial Services,Finanzas
Inari,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software",Software y Servicios B2B
Kiosk,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Internet Services, Messaging and Telecommunications, Sales and Marketing, Science and Engineering, Software",Software y Servicios B2B
Carousel Technologies,"Financial Services, Other, Software",Finanzas
Alai,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",Software y Servicios B2B
Praxos,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Science and Engineering, Software",Finanzas
Sero AI,"Artificial Intelligence (AI), Data and Analytics, Internet Services, Science and Engineering, Software",Software y Servicios B2B
Autotab,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",Software y Servicios B2B
Fastgen,"Information Technology, Software",Software y Servicios B2B
Glaze,"Artificial Intelligence (AI), Clothing and Apparel, Commerce and Shopping, Data and Analytics, Design, Science and Engineering, Software",Software y Servicios B2B
BetterBasket,"Commerce and Shopping, Food and Beverage, Other",Consumo
Soundry AI,"Artificial Intelligence (AI), Community and Lifestyle, Data and Analytics, Media and Entertainment, Science and Engineering, Software",Software y Servicios B2B
Parasale,"Administrative Services, Artificial Intelligence (AI), Data and Analytics, Professional Services, Science and Engineering, Software",Software y Servicios B2B
Quivr,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",Software y Servicios B2B
Autumn Labs,"Hardware, Science and Engineering, Software",Software y Servicios B2B
AiFlow,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Science and Engineering, Software",Finanzas
KoalaOps,"Information Technology, Software",Software y Servicios B2B
DGI Apparel,"Clothing and Apparel, Commerce and Shopping, Other",Consumo
Baserun,"Apps, Artificial Intelligence (AI), Data and Analytics, Education, Science and Engineering, Software",Educación
Viva Labs,"Content and Publishing, Information Technology, Media and Entertainment, Software, Video",Software y Servicios B2B
Arcane,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",Software y Servicios B2B
Hemingway,"Artificial Intelligence (AI), Data and Analytics, Health Care, Information Technology, Science and Engineering, Software",Software y Servicios B2B
Nanograb,"Biotechnology, Health Care, Science and Engineering",Salud
Offstream,"Information Technology, Other, Sustainability",Software y Servicios B2B
Overlap,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Media and Entertainment, Other, Science and Engineering, Software",Software y Servicios B2B
DIME,"Artificial Intelligence (AI), Data and Analytics, Manufacturing, Science and Engineering, Software",Industria
Wattson Health,"Apps, Information Technology, Software",Software y Servicios B2B
Baseplate,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software",Software y Servicios B2B
Village Labs,"Administrative Services, Financial Services, Information Technology",Finanzas
Empower,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",Software y Servicios B2B
Sizeless,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software",Software y Servicios B2B
Tegon,"Administrative Services, Artificial Intelligence (AI), Data and Analytics, Other, Science and Engineering, Software",Software y Servicios B2B
LaunchFlow,"Information Technology, Software",Software y Servicios B2B
Numo,"Financial Services, Payments",Finanzas
Upfront,Energy,No Especificado
Wuri,"Artificial Intelligence (AI), Content and Publishing, Data and Analytics, Media and Entertainment, Science and Engineering, Software",Software y Servicios B2B
PocketPod,"Information Technology, Media and Entertainment, Music and Audio",Software y Servicios B2B
BabylonAI,"Artificial Intelligence (AI), Data and Analytics, Hardware, Science and Engineering, Software",Software y Servicios B2B
Can of Soup,"Information Technology, Internet Services, Software",Software y Servicios B2B
Biocartesian,"Biotechnology, Health Care, Other, Science and Engineering",Salud
Finbar,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Science and Engineering, Software",Finanzas
Texel.ai,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software",Software y Servicios B2B
Raz,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",Software y Servicios B2B
Weavel,"Artificial Intelligence (AI), Data and Analytics, Internet Services, Science and Engineering, Software",Software y Servicios B2B
TrendUp,"Apps, Artificial Intelligence (AI), Data and Analytics, Mobile, Science and Engineering, Software",Software y Servicios B2B
Stitch Technologies,Software,Software y Servicios B2B
VaultPay,"Financial Services, Other, Payments, Software",Finanzas
Mango Health,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Health Care, Science and Engineering, Software",Finanzas
Lifelike,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software",Software y Servicios B2B
DioxusLabs,Software,Software y Servicios B2B
Kontractify,"Privacy and Security, Software",Software y Servicios B2B
Velorum Therapeutics,"Biotechnology, Science and Engineering",Salud
CodeParrot,Software,Software y Servicios B2B
Upstream,"Information Technology, Internet Services, Messaging and Telecommunications, Software",Software y Servicios B2B
Slicker,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Payments, Science and Engineering, Software",Finanzas
Glimmer,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software",Software y Servicios B2B
Vectorview,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software",Software y Servicios B2B
SynsoryBio,"Biotechnology, Data and Analytics, Design, Science and Engineering",Software y Servicios B2B
Firebender,"Artificial Intelligence (AI), Other, Sales and Marketing",Software y Servicios B2B
Dragoneye,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",Software y Servicios B2B
HeyPurple,"Artificial Intelligence (AI), Data and Analytics, Real Estate, Science and Engineering, Software",Bienes Raíces y Construcción
Vizly,"Artificial Intelligence (AI), Data and Analytics, Internet Services, Science and Engineering, Software",Software y Servicios B2B
Quantic,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Sales and Marketing, Science and Engineering, Software",Software y Servicios B2B
Lightski,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Internet Services, Messaging and Telecommunications, Science and Engineering, Software",Software y Servicios B2B
Trench,"Financial Services, Information Technology, Payments, Privacy and Security, Software",Finanzas
Forge Rewards,"Commerce and Shopping, Mobile, Other",Consumo
Cerelyze,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software",Software y Servicios B2B
Merse,"Artificial Intelligence (AI), Data and Analytics, Media and Entertainment, Music and Audio, Science and Engineering, Software",Software y Servicios B2B
Trainy,"Education, Professional Services, Software",Educación
Apoxy,"Apps, Software",Software y Servicios B2B
Preloop,"Artificial Intelligence (AI), Data and Analytics, Software",Software y Servicios B2B
Roundtable,"Data and Analytics, Information Technology, Other, Software",Software y Servicios B2B
Celest,"Internet Services, Software",Software y Servicios B2B
Casehopper,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software",Software y Servicios B2B
Gloo,Information Technology,Software y Servicios B2B
Revideo,"Internet Services, Media and Entertainment, Software, Video",Software y Servicios B2B
Zelos Cloud,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Internet Services, Science and Engineering, Software",Software y Servicios B2B
Fragment,"Artificial Intelligence (AI), Data and Analytics, Other, Science and Engineering, Software",Software y Servicios B2B
Browser Buddy,"Internet Services, Software",Software y Servicios B2B
Inlet,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software",Software y Servicios B2B
ProdTrace,"Data and Analytics, Hardware, Information Technology, Software",Software y Servicios B2B
CraftOS,"Financial Services, Other, Payments, Software",Finanzas
Finex,"Apps, Financial Services, Mobile, Software",Finanzas
Noya Software,"Design, Software",Software y Servicios B2B
Ontra Mobility,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software, Transportation",Software y Servicios B2B
Serial,Software,Software y Servicios B2B
Telophase,"Information Technology, Internet Services, Software",Software y Servicios B2B
Instaclass,"Artificial Intelligence (AI), Data and Analytics, Education, Science and Engineering, Software",Educación
Thread,"Information Technology, Other, Software",Software y Servicios B2B
LinkGrep,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software",Software y Servicios B2B
ten.dev,"Artificial Intelligence (AI), Data and Analytics, Media and Entertainment, Science and Engineering, Software, Video",Software y Servicios B2B
Line.Build,"Financial Services, Software",Finanzas
Humanlike,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Payments, Professional Services, Science and Engineering, Software",Finanzas
Tremor,"Data and Analytics, Manufacturing, Software",Industria
DataShare,"Data and Analytics, Information Technology, Software",Software y Servicios B2B
Kips Health,"Health Care, Information Technology, Other, Software",Software y Servicios B2B
Mirrorful,Software,Software y Servicios B2B
Rosettic,"Information Technology, Software",Software y Servicios B2B
Semantic Finance,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Science and Engineering, Software",Finanzas
Teclada,"Information Technology, Software",Software y Servicios B2B
Pandan,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Health Care, Science and Engineering, Software",Finanzas
Axflow,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",Software y Servicios B2B
Skygaze,"Artificial Intelligence (AI), Data and Analytics, Internet Services, Media and Entertainment, Other, Software",Software y Servicios B2B
RecipeUI,Software,Software y Servicios B2B
Branch AI,"Artificial Intelligence (AI), Commerce and Shopping, Data and Analytics, Science and Engineering, Software",Software y Servicios B2B
Waypoint,"Community and Lifestyle, Information Technology, Internet Services",Software y Servicios B2B
devmark.ai,"Artificial Intelligence (AI), Data and Analytics, Other, Sales and Marketing, Science and Engineering, Software",Software y Servicios B2B
Glasskube,"Information Technology, Privacy and Security, Software",Software y Servicios B2B
VideoGen,"Artificial Intelligence (AI), Data and Analytics, Internet Services, Media and Entertainment, Science and Engineering, Software, Video",Software y Servicios B2B
Pylon_1,"Information Technology, Other, Professional Services, Sales and Marketing, Software",Software y Servicios B2B
Feather_1,"Data and Analytics, Information Technology, Software",Software y Servicios B2B
Reflex,Software,Software y Servicios B2B
FleetWorks Technology,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software, Transportation",Software y Servicios B2B
SensorSurf,"Data and Analytics, Hardware, Science and Engineering, Software",Software y Servicios B2B
Suger,"Other, Software",Software y Servicios B2B
Trigger.dev,"Other, Software",Software y Servicios B2B
SuretyNow,"Financial Services, Internet Services, Other, Software",Finanzas
nsave,"Financial Services, Lending and Investments",Finanzas
Assembly HOA,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Real Estate, Science and Engineering, Software",Bienes Raíces y Construcción
Venta,"Information Technology, Other, Sales and Marketing, Software",Software y Servicios B2B
Middleware,"Hardware, Information Technology, Internet Services, Software",Software y Servicios B2B
Meru_2,"Commerce and Shopping, Information Technology, Professional Services, Software, Transportation",Software y Servicios B2B
Pirros,"Real Estate, Science and Engineering",Bienes Raíces y Construcción
HappyRobot,"Artificial Intelligence (AI), Data and Analytics, Hardware, Navigation and Mapping, Science and Engineering, Software",Software y Servicios B2B
Unthread,"Artificial Intelligence (AI), Data and Analytics, Other, Professional Services, Science and Engineering, Software",Software y Servicios B2B
Rubber Ducky Labs,"Information Technology, Software",Software y Servicios B2B
Cloudchipr,"Data and Analytics, Software",Software y Servicios B2B
PlayAI,"Artificial Intelligence (AI), Data and Analytics, Media and Entertainment, Music and Audio, Science and Engineering, Software",Software y Servicios B2B
NuMind,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",Software y Servicios B2B
Coris,"Financial Services, Payments, Professional Services, Software",Finanzas
Intuned,"Data and Analytics, Information Technology, Software",Software y Servicios B2B
Slauth.io,"Information Technology, Privacy and Security, Software",Software y Servicios B2B
MovingLake,"Data and Analytics, Other, Software",Software y Servicios B2B
Kombo,"Administrative Services, Professional Services, Software",Software y Servicios B2B
TorMagnus Pharmaceuticals,"Artificial Intelligence (AI), Biotechnology, Data and Analytics, Science and Engineering, Software",Software y Servicios B2B
Airtrain AI,"Artificial Intelligence (AI), Data and Analytics, Hardware, Internet Services, Science and Engineering, Software",Software y Servicios B2B
Jaldi,"Commerce and Shopping, Food and Beverage",Consumo
Integration Labs,"Data and Analytics, Financial Services, Information Technology, Software",Finanzas
Booth AI,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software",Software y Servicios B2B
Fern,"Data and Analytics, Information Technology, Software",Software y Servicios B2B
Erad,"Financial Services, Information Technology",Finanzas
Cone Software,"Other, Software",Software y Servicios B2B
Vizzly Technology,"Artificial Intelligence (AI), Data and Analytics, Software",Software y Servicios B2B
Salvy,"Hardware, Information Technology, Software",Software y Servicios B2B
Wmastersolutions (PVT) Ltd,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",Software y Servicios B2B
Remi,"Real Estate, Software",Bienes Raíces y Construcción
Infield,"Information Technology, Internet Services, Software",Software y Servicios B2B
Poly,"Artificial Intelligence (AI), Data and Analytics, Hardware, Internet Services, Science and Engineering, Software",Software y Servicios B2B
BlueHill Payments,"Financial Services, Mobile, Payments, Software",Finanzas
Paces,"Energy, Hardware, Information Technology, Natural Resources, Sustainability",Software y Servicios B2B
Coupl,"Financial Services, Lending and Investments, Payments",Finanzas
Vessel,"Data and Analytics, Information Technology, Sales and Marketing, Software",Software y Servicios B2B
Outset,"Artificial Intelligence (AI), Data and Analytics, Professional Services, Science and Engineering, Software",Software y Servicios B2B
Infisical,"Information Technology, Privacy and Security, Software",Software y Servicios B2B
Traceloop,"Artificial Intelligence (AI), Data and Analytics, Software",Software y Servicios B2B
Persist AI,"Artificial Intelligence (AI), Biotechnology, Data and Analytics, Science and Engineering, Software",Software y Servicios B2B
Pump,"Financial Services, Other, Software",Finanzas
Numeral,"Financial Services, Information Technology, Software",Finanzas
Chariot,"Financial Services, Payments",Finanzas
Truewind,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Professional Services, Science and Engineering, Software",Finanzas
Ballerine,"Artificial Intelligence (AI), Financial Services, Information Technology, Payments, Privacy and Security, Professional Services, Software",Finanzas
Two Dots,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Information Technology, Payments, Privacy and Security, Science and Engineering, Software",Finanzas
Signatur Biosciences,"Biotechnology, Health Care, Science and Engineering",Salud
Magna,"Blockchain and Cryptocurrency, Financial Services, Internet Services",Finanzas
Langfuse,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",Software y Servicios B2B
Julius AI,"Artificial Intelligence (AI), Data and Analytics, Design, Information Technology, Science and Engineering, Software",Software y Servicios B2B
Avina,"Artificial Intelligence (AI), Data and Analytics, Other, Professional Services, Sales and Marketing, Science and Engineering, Software",Software y Servicios B2B
Rollstack,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Sales and Marketing, Science and Engineering, Software",Software y Servicios B2B
AiPrise,"Apps, Financial Services, Information Technology, Lending and Investments, Mobile, Privacy and Security, Software",Finanzas
Nest Genomics (YC W22),Health Care,Salud
