company_name,link_company,equity_funding_total,num_articles,last_equity_funding_total,num_investments_funding_rounds,founded_on,ipqwery_num_trademark_registered,ipqwery_num_patent_granted,num_investors,operating_status,num_lead_investors,num_employees_enum,funding_total,num_funding_rounds,last_funding_type,last_funding_at,last_funding_total,num_founders,linkedin,linkedin_employees,linkedin_followers,facebook,facebook_followers,num_female_founders,num_male_founders,has_linkedin,has_facebook,has_twitter,twitter_followers,category,company_age
Cherry,https://www.crunchbase.com/organization/cherry-107e,150000.0,1,150000.0,0,2018-01-01,0,0,1,active,1.0,c_00001_00010,150000.0,1,pre_seed,2019-03-18,150000.0,2.0,https://www.linkedin.com/company/startcherry/,,,https://www.facebook.com/startcherryinc/,,2,0,1,1,1,372,Software y Servicios B2B,7
Enerjazz,https://www.crunchbase.com/organization/enerjazz,125000.0,0,125000.0,0,2018-01-01,0,1,1,active,1.0,c_00001_00010,125000.0,1,pre_seed,2021-08-31,125000.0,1.0,https://www.linkedin.com/company/enerjazz-technology-solutions,,,,0,0,1,1,0,0,0,No Especificado,7
ReverCare,https://www.crunchbase.com/organization/revercare,150000.0,0,150000.0,0,2018-01-01,0,0,1,active,1.0,c_00001_00010,150000.0,1,seed,2019-08-19,150000.0,2.0,https://www.linkedin.com/company/revercare,,,,0,1,1,1,0,0,0,Salud,7
Schoolable,https://www.crunchbase.com/organization/schoolable-96d9,290000.0,1,100000.0,0,2018-01-01,0,0,8,active,2.0,c_00011_00050,290000.0,4,seed,2021-01-21,100000.0,2.0,https://www.linkedin.com/company/schoolable,,,https://www.facebook.com/schoolableHQ/,,1,1,1,1,1,236,Educación,7
Zeta Surgical,https://www.crunchbase.com/organization/zeta-surgical,13925500.0,33,5000000.0,0,2018-01-01,1,3,11,active,1.0,c_00011_00050,13925500.0,3,series_a,2025-01-21,5000000.0,3.0,https://www.linkedin.com/company/zeta-surgical/,,,,0,0,3,1,0,0,0,Software y Servicios B2B,7
Tappity,https://www.crunchbase.com/organization/tappity,125000.0,2,125000.0,0,2018-01-01,0,0,2,active,1.0,c_00001_00010,125000.0,1,seed,2020-08-25,125000.0,4.0,https://www.linkedin.com/company/tappity/,,,https://www.facebook.com/tappityapp/,,0,4,1,1,1,177,Educación,7
Arpio,https://www.crunchbase.com/organization/arpio,10325000.0,1,8200000.0,0,2018-01-01,0,0,9,active,5.0,c_00011_00050,10375000.0,5,seed,2023-08-14,8200000.0,2.0,https://www.linkedin.com/company/arpio,,,,0,0,2,1,0,1,34,Software y Servicios B2B,7
Encarte,https://www.crunchbase.com/organization/encarte,150000.0,0,150000.0,0,2018-01-01,0,0,3,active,1.0,c_00001_00010,150000.0,1,pre_seed,2019-03-18,150000.0,2.0,https://www.linkedin.com/company/encarte-io,,,,0,0,2,1,0,0,0,Software y Servicios B2B,7
Bensen AI,https://www.crunchbase.com/organization/bensen-ai,150000.0,0,150000.0,0,2018-01-01,0,0,2,active,1.0,c_00001_00010,150000.0,1,seed,2019-03-18,150000.0,2.0,https://www.linkedin.com/company/bensen-ai/,,,https://www.facebook.com/AIbensen/,,0,2,1,1,0,0,Software y Servicios B2B,7
Tajir,https://www.crunchbase.com/organization/tajir,18950000.0,8,17000000.0,0,2018-01-01,0,0,22,active,4.0,c_00011_00050,18950000.0,3,series_a,2021-06-02,17000000.0,2.0,https://www.linkedin.com/company/tajir-app/,,,,0,0,2,1,0,0,0,Consumo,7
Woody Library,https://www.crunchbase.com/organization/woody-library,1489763.0,0,2000.0,0,2018-01-01,0,0,3,active,1.0,c_00051_00100,1489763.0,2,series_a,2020-06-02,2000.0,1.0,,0,0,,0,1,0,0,0,0,0,Educación,7
Maitian.ai,https://www.crunchbase.com/organization/maitian-ai,150000.0,0,150000.0,0,2018-01-01,0,0,1,active,1.0,c_00001_00010,150000.0,1,pre_seed,2019-03-18,150000.0,1.0,https://www.linkedin.com/company/maitian-ai/,,,,0,0,1,1,0,0,0,Software y Servicios B2B,7
Vectordash,https://www.crunchbase.com/organization/vectordash,150000.0,0,150000.0,0,2018-01-01,0,0,1,active,1.0,c_00001_00010,150000.0,1,pre_seed,2019-03-18,150000.0,3.0,https://www.linkedin.com/company/vectordash,,,https://www.facebook.com/vectordashGPU/,,0,3,1,1,0,0,Software y Servicios B2B,7
Playbook,https://www.crunchbase.com/organization/playbook,620000.0,41,500000.0,0,2018-01-01,0,0,4,active,1.0,c_00001_00010,620000.0,2,seed,2018-03-01,500000.0,1.0,,0,0,,0,0,1,0,0,0,0,Software y Servicios B2B,7
Taobotics,https://www.crunchbase.com/organization/taobotics,150000.0,0,150000.0,0,2018-01-01,0,0,1,active,1.0,c_00011_00050,150000.0,1,pre_seed,2019-03-18,150000.0,4.0,https://www.linkedin.com/company/taobotics/,,,,0,1,3,1,0,0,0,Industria,7
CaseGuide,https://www.crunchbase.com/organization/jet-law,150000.0,1,150000.0,0,2018-01-01,0,0,1,active,1.0,c_00011_00050,150000.0,1,seed,2019-03-22,150000.0,1.0,,0,0,,0,0,1,0,0,0,0,No Especificado,7
Pepper,https://www.crunchbase.com/organization/pepper,150000.0,7,150000.0,0,2018-01-01,0,0,1,active,1.0,c_00001_00010,150000.0,1,pre_seed,2019-08-19,150000.0,1.0,,0,0,,0,0,1,0,0,0,0,Software y Servicios B2B,7
Ultralight,https://www.crunchbase.com/organization/ultralight,150000.0,1,150000.0,0,2018-01-01,0,0,1,active,1.0,c_00001_00010,150000.0,1,pre_seed,2019-03-18,150000.0,1.0,https://www.linkedin.com/company/ultralight-inc/about/,,,,0,0,1,1,0,1,515,Software y Servicios B2B,7
DevFlight,https://www.crunchbase.com/organization/devflight,150000.0,0,150000.0,0,2018-01-01,0,0,1,active,1.0,c_00001_00010,150000.0,1,pre_seed,2019-03-18,150000.0,2.0,,0,0,https://www.facebook.com/DevFlightHQ,,0,2,0,1,1,0,Software y Servicios B2B,7
Cognition IP,https://www.crunchbase.com/organization/cognition-ip,2800000.0,3,2800000.0,0,2018-01-01,0,0,9,active,1.0,c_00011_00050,2800000.0,2,seed,2019-07-31,2800000.0,2.0,https://www.linkedin.com/company/cognitionip,,,,0,0,2,1,0,0,0,Software y Servicios B2B,7
Dbrain,https://www.crunchbase.com/organization/dbrain,2750000.0,3,50000.0,0,2018-01-01,0,0,5,active,1.0,c_00051_00100,2750000.0,4,pre_seed,2020-08-31,50000.0,4.0,https://www.linkedin.com/company/dbrainio/,,,https://www.facebook.com/dbrainio/,,0,4,1,1,1,0,Software y Servicios B2B,7
PlayingViral,https://www.crunchbase.com/organization/playingviral,120000.0,0,120000.0,0,2018-01-01,0,0,1,active,1.0,c_00011_00050,120000.0,1,seed,2018-01-04,120000.0,2.0,,0,0,,0,0,2,0,0,0,0,Software y Servicios B2B,7
Midtype,https://www.crunchbase.com/organization/midtype,150000.0,0,150000.0,0,2018-01-01,0,0,1,active,1.0,c_00001_00010,150000.0,1,seed,2019-08-19,150000.0,2.0,https://www.linkedin.com/company/midtype/,,,,0,0,2,1,0,0,0,Software y Servicios B2B,7
Wing It,https://www.crunchbase.com/organization/wing-it,120000.0,0,120000.0,0,2018-01-01,0,0,1,active,1.0,c_00001_00010,120000.0,1,pre_seed,2018-01-04,120000.0,2.0,https://www.linkedin.com/company/wingthetrip/,,,https://www.facebook.com/gowingit/,,0,2,1,1,0,0,Software y Servicios B2B,7
Let’s Do This,https://www.crunchbase.com/organization/let-s-do-this,81402400.0,3,60000000.0,0,2017-12-20,0,0,27,active,5.0,c_00101_00250,81402400.0,6,series_b,2022-06-06,60000000.0,3.0,https://www.linkedin.com/company/lets-do-this/,,,https://www.facebook.com/letsdothisuk/,,0,3,1,1,0,0,Consumo,7
Slite,https://www.crunchbase.com/organization/slite,15400000.0,4,11000000.0,0,2017-12-01,0,0,6,active,3.0,c_00011_00050,15400000.0,2,series_a,2020-04-15,11000000.0,1.0,https://www.linkedin.com/company/slitehq,,,https://www.facebook.com/sliteHQ/,,0,1,1,1,1,0,Software y Servicios B2B,7
Pronto,https://www.crunchbase.com/organization/pronto-app,2150000.0,5,2000000.0,0,2017-11-10,0,0,11,active,1.0,c_00011_00050,2150000.0,3,seed,2019-03-18,2000000.0,3.0,https://www.linkedin.com/company/tupronto,,,https://www.facebook.com/ProntoMx/,,1,2,1,1,0,0,Bienes Raíces y Construcción,7
Tough Commerce,https://www.crunchbase.com/organization/brokrete,4675325.0,6,2000000.0,0,2017-11-04,1,0,11,active,5.0,c_00011_00050,4675325.0,5,seed,2023-05-10,2000000.0,2.0,https://www.linkedin.com/company/brokrete,,,https://www.facebook.com/ToughCommerce,,0,2,1,1,0,0,Bienes Raíces y Construcción,7
Plane,https://www.crunchbase.com/organization/pilot-5,6860000.0,1,6740000.0,0,2017-11-01,1,0,8,active,4.0,c_00011_00050,6860000.0,2,seed,2021-06-25,6740000.0,3.0,https://www.linkedin.com/company/planehr/,,,,0,0,3,1,0,1,23,Finanzas,7
Covela,https://www.crunchbase.com/organization/covela,150000.0,0,150000.0,0,2017-11-01,0,0,2,active,1.0,c_00001_00010,150000.0,2,seed,2019-08-19,150000.0,2.0,https://www.linkedin.com/company/covela/,,,,0,1,1,1,0,0,0,Finanzas,7
Boostly,https://www.crunchbase.com/organization/boostly,27600000.0,15,22000000.0,0,2017-10-01,0,0,10,active,2.0,c_00011_00050,27600000.0,3,series_a,2025-02-10,22000000.0,2.0,https://www.linkedin.com/company/goboostly,,,https://www.facebook.com/GoBoostly/,,0,2,1,1,0,0,Software y Servicios B2B,7
SenpAI.GG,https://www.crunchbase.com/organization/senpai-gg,3109914.0,7,125000.0,0,2017-10-01,3,0,2,active,2.0,c_00011_00050,3109914.0,2,seed,2021-08-01,125000.0,2.0,https://www.linkedin.com/company/senpaigg,,,https://www.facebook.com/senpaiggesports,,0,2,1,1,1,220,Educación,7
Convictional,https://www.crunchbase.com/organization/convictional,48899965.0,10,39999965.0,0,2017-10-01,0,0,13,active,3.0,c_00011_00050,48899965.0,4,series_b,2022-02-17,39999965.0,2.0,https://www.linkedin.com/company/convictional,,,,0,0,2,1,0,0,0,Software y Servicios B2B,7
Invocable,https://www.crunchbase.com/organization/storyline,770000.0,3,650000.0,0,2017-09-29,0,0,2,active,2.0,c_00001_00010,770000.0,3,seed,2018-07-05,650000.0,3.0,https://www.linkedin.com/company/invocablehq,,,https://www.facebook.com/invocablehq,,0,3,1,1,1,481,Bienes Raíces y Construcción,7
Hedgehog,https://www.crunchbase.com/organization/hedgehog-3704,1600000.0,0,1600000.0,0,2017-09-20,1,0,7,active,1.0,c_00001_00010,1600000.0,1,seed,2021-08-24,1600000.0,2.0,https://www.linkedin.com/company/hedgehog-app,,,,0,1,1,1,0,0,0,Finanzas,7
Ever Loved,https://www.crunchbase.com/organization/ever-loved,1500000.0,3,1500000.0,0,2017-09-01,0,0,6,active,1.0,c_00001_00010,1500000.0,1,seed,2019-08-19,1500000.0,2.0,https://www.linkedin.com/company/everloved/,,,,0,1,1,1,0,0,0,Salud,7
Narrator,https://www.crunchbase.com/organization/ai-narrator,13603213.0,2,6200000.0,0,2017-09-01,1,0,6,active,3.0,c_00011_00050,13603213.0,4,series_a,2020-09-17,6200000.0,4.0,https://www.linkedin.com/company/narratorai/,,,https://www.facebook.com/narratorai,,0,4,1,1,1,237,Educación,7
Passiv,https://www.crunchbase.com/organization/passiv,3237306.0,1,3000000.0,0,2017-09-01,0,0,6,active,3.0,c_00001_00010,3237306.0,6,seed,2022-10-17,3000000.0,1.0,https://www.linkedin.com/company/passiv,,,,0,0,1,1,0,0,0,Finanzas,7
Stacker,https://www.crunchbase.com/organization/stacker-79fe,23024679.0,5,20000000.0,0,2017-09-01,1,0,7,active,3.0,c_00011_00050,23024679.0,3,series_a,2021-08-18,20000000.0,5.0,https://www.linkedin.com/company/stackerlabs/,,,https://www.facebook.com/pg/stackerapps/,,0,5,1,1,1,11,Software y Servicios B2B,7
64x Bio,https://www.crunchbase.com/organization/64-x-mountain-view-california,59500000.0,8,55000000.0,0,2017-08-22,0,6,15,active,4.0,c_00011_00050,59500000.0,3,series_a,2022-01-19,55000000.0,4.0,https://www.linkedin.com/company/64xbio,,,https://www.facebook.com/64xBio,,1,3,1,1,1,0,Salud,7
CoinTracker,https://www.crunchbase.com/organization/cointracker,101620000.0,34,100000000.0,0,2017-08-22,0,0,19,active,3.0,c_00051_00100,101620000.0,3,series_a,2022-01-27,100000000.0,2.0,https://www.linkedin.com/company/cointracker,,,https://www.facebook.com/cointracker,,0,2,1,1,1,0,Finanzas,7
Feroot Security,https://www.crunchbase.com/organization/feroot,11825000.0,31,8400000.0,0,2017-08-03,1,1,19,active,3.0,c_00011_00050,11825000.0,5,seed,2022-02-28,8400000.0,2.0,https://www.linkedin.com/company/feroot,,,,0,0,2,1,0,1,270,Software y Servicios B2B,7
EARTH AI,https://www.crunchbase.com/organization/earth-ai,34000000.0,25,20000000.0,0,2017-07-10,0,1,19,active,3.0,c_00011_00050,34000000.0,6,series_b,2025-01-27,20000000.0,1.0,https://www.linkedin.com/company/earth-ai/,,,,0,0,1,1,0,1,0,Software y Servicios B2B,8
EdenFarm Indonesia,https://www.crunchbase.com/organization/eden-farm-indonesian,34246125.0,6,57300000.0,0,2017-07-01,0,0,19,active,6.0,c_00501_01000,34246125.0,6,series_b,2023-01-30,57300000.0,3.0,https://www.linkedin.com/company/pt-eden-pangan-indonesia,,,https://www.facebook.com/EdenFarmId,,0,3,1,1,0,0,Consumo,8
Acorn Biolabs,https://www.crunchbase.com/organization/acorn-cryotech,14360000.0,22,11000000.0,0,2017-06-17,0,4,14,active,4.0,c_00011_00050,14425000.0,4,series_a,2024-06-03,11000000.0,2.0,https://www.linkedin.com/company/acornbiolabs,,,,0,0,2,1,0,0,0,Salud,8
Klarity,https://www.crunchbase.com/organization/klarity,90375000.0,17,70000000.0,0,2017-06-05,0,0,25,active,4.0,c_00101_00250,90375000.0,5,series_b,2024-06-24,70000000.0,2.0,https://www.linkedin.com/company/klarityai/,,,https://www.facebook.com/klaritylaw,,0,2,1,1,1,74,Finanzas,8
Inscribe,https://www.crunchbase.com/organization/inscribe,38620000.0,23,25000000.0,0,2017-06-01,2,0,17,active,5.0,c_00011_00050,38670000.0,5,series_b,2023-01-25,25000000.0,2.0,https://www.linkedin.com/company/inscribeai,,,,0,0,2,1,0,1,380,Software y Servicios B2B,8
Aura Vision,https://www.crunchbase.com/organization/aura-vision-labs,2442662.0,2,2150000.0,0,2017-06-01,0,0,9,active,1.0,c_00001_00010,2442662.0,3,seed,2019-06-01,2150000.0,2.0,https://www.linkedin.com/company/auravisionlabs/,,,https://www.facebook.com/auravisionlabs/,,0,2,1,1,0,0,Software y Servicios B2B,8
PullRequest,https://www.crunchbase.com/organization/pullrequest,12674993.0,7,10374993.0,0,2017-05-01,0,0,11,active,1.0,c_00011_00050,12674993.0,4,series_a,2018-04-10,10374993.0,4.0,https://www.linkedin.com/company-beta/22309681/,,,https://www.facebook.com/pullrequestinc,,0,4,1,1,1,0,Software y Servicios B2B,8
PopSQL,https://www.crunchbase.com/organization/popsql,17400000.0,12,14000000.0,0,2017-05-01,2,0,19,active,2.0,c_00011_00050,17400000.0,3,series_a,2022-02-09,14000000.0,1.0,http://linkedin.com/company/popsql,,,,0,0,1,1,0,1,0,Software y Servicios B2B,8
CoVerified,https://www.crunchbase.com/organization/coverified,125000.0,3,125000.0,0,2017-04-18,0,0,1,active,1.0,c_00001_00010,125000.0,1,seed,2021-03-22,125000.0,4.0,https://www.linkedin.com/company/coverified/,,,,0,1,3,1,0,0,0,Software y Servicios B2B,8
Breadfast,https://www.crunchbase.com/organization/breadfast,29000000.0,6,26000000.0,0,2017-04-01,0,0,21,active,5.0,c_00501_01000,29000000.0,5,series_a,2021-11-03,26000000.0,3.0,https://www.linkedin.com/company/breadfast/,,,https://www.facebook.com/breadfast,,0,3,1,1,1,0,Consumo,8
Pulse_2,https://www.crunchbase.com/organization/pulse-q-a,10500000.0,6,6500000.0,0,2017-04-01,1,0,15,active,3.0,c_00001_00010,10575000.0,5,series_a,2020-04-03,6500000.0,2.0,https://www.linkedin.com/company/pulse.qa/,,,https://www.facebook.com/PulseQandA/,,0,2,1,1,1,817,Software y Servicios B2B,8
SafetyWing,https://www.crunchbase.com/organization/safetywing,47120000.0,12,35000000.0,0,2017-03-15,0,0,12,active,3.0,c_00051_00100,47120000.0,6,series_b,2022-04-21,35000000.0,3.0,https://www.linkedin.com/company/safetywing,,,https://www.facebook.com/safetywing,,1,2,1,1,1,0,Finanzas,8
Proof,https://www.crunchbase.com/organization/proof,2200608.0,25,2080608.0,0,2017-03-15,0,0,21,active,1.0,c_00011_00050,2200608.0,2,seed,2018-03-01,2080608.0,3.0,https://www.linkedin.com/company/useproof/,,,https://www.facebook.com/useproof,,0,3,1,1,1,620,Consumo,8
Avo,https://www.crunchbase.com/organization/jul,45000000.0,2,45000000.0,0,2017-03-01,0,0,9,active,2.0,c_00101_00250,45000000.0,4,series_b,2021-09-29,45000000.0,1.0,https://www.linkedin.com/company/avonow,,,https://www.facebook.com/avonow.exclusive,,0,1,1,1,0,0,Software y Servicios B2B,8
Allure Systems,https://www.crunchbase.com/organization/allure-systems,3150000.0,0,150000.0,0,2017-03-01,0,0,13,active,2.0,c_00011_00050,3150000.0,2,seed,2019-03-13,150000.0,2.0,https://www.linkedin.com/company/allure-systems/,,,https://www.facebook.com/pg/Allure-Systems-1986424141609838/,,1,1,1,1,1,288,Software y Servicios B2B,8
Soon,https://www.crunchbase.com/organization/soonapp,1500000.0,0,500000.0,0,2017-03-01,1,1,3,active,1.0,c_00011_00050,1500000.0,2,pre_seed,2022-02-23,500000.0,2.0,https://linkedin.com/company/soonfinance,,,https://facebook.com/soonfintech,,0,2,1,1,1,0,Finanzas,8
Goodcover,https://www.crunchbase.com/organization/goodcover,9500000.0,3,7500000.0,0,2017-03-01,1,0,8,active,2.0,c_00011_00050,9500000.0,3,series_a,2020-10-29,7500000.0,2.0,https://in.linkedin.com/company/goodcover,,,https://www.facebook.com/pg/GoodcoverCo,,0,2,1,1,1,2,Finanzas,8
Pathrise,https://www.crunchbase.com/organization/pathrise,25720000.0,18,17000000.0,0,2017-02-23,0,0,14,active,5.0,c_00051_00100,29220000.0,7,series_b,2022-07-01,17000000.0,2.0,https://www.linkedin.com/school/pathrise,,,https://www.facebook.com/pathriseio,,0,2,1,1,1,817,Educación,8
Pyka,https://www.crunchbase.com/organization/pyka,88100000.0,65,40000000.0,0,2017-02-13,0,3,17,active,4.0,c_00051_00100,88100000.0,4,series_b,2024-09-23,40000000.0,4.0,https://www.linkedin.com/company/flypyka,,,,0,0,4,1,0,1,341,Software y Servicios B2B,8
Boundless Immigration,https://www.crunchbase.com/organization/boundless-2,43800000.0,50,25000000.0,0,2017-02-13,2,0,18,active,2.0,c_00101_00250,43800000.0,4,series_b,2021-04-22,25000000.0,3.0,https://www.linkedin.com/company/boundless-immigration/,,,https://www.facebook.com/ChooseBoundless,,1,2,1,1,1,0,Software y Servicios B2B,8
FlowEQ,https://www.crunchbase.com/organization/brightreps,4020000.0,4,3895000.0,0,2017-02-01,1,0,5,active,1.0,c_00001_00010,4020000.0,2,seed,2021-09-17,3895000.0,5.0,https://www.linkedin.com/company/FlowEQ,,,https://www.facebook.com/TeamFlowEQ,,2,3,1,1,1,15,Software y Servicios B2B,8
Charge Running,https://www.crunchbase.com/organization/charge-running,800000.0,6,125000.0,0,2017-01-30,0,0,1,active,1.0,c_00011_00050,800000.0,3,seed,2021-03-24,125000.0,3.0,https://www.linkedin.com/company-beta/16191940/,,,https://www.facebook.com/ChargeRunning/,,1,2,1,1,1,265,Software y Servicios B2B,8
BBy,https://www.crunchbase.com/organization/bby,3650000.0,7,3000000.0,0,2017-01-26,0,0,7,active,2.0,c_00001_00010,3650000.0,4,seed,2023-05-25,3000000.0,1.0,https://www.linkedin.com/company/bby-inc,,,https://www.facebook.com/bbycares,,0,1,1,1,1,207,Salud,8
Rain AI,https://www.crunchbase.com/organization/rain-neuromorphics,40230020.0,64,8100000.0,0,2017-01-01,2,31,28,active,2.0,c_00011_00050,40230020.0,8,series_a,2024-05-26,8100000.0,3.0,https://www.linkedin.com/company/rain-artificial-intelligence,,,https://www.facebook.com/rainneuromorphics,,0,3,1,1,1,0,Software y Servicios B2B,8
MindsDB,https://www.crunchbase.com/organization/mindsdb,54355000.0,37,5000000.0,0,2017-01-01,0,0,18,active,4.0,c_00011_00050,54355000.0,6,seed,2023-08-08,5000000.0,2.0,https://www.linkedin.com/company/mindsdb,,,https://www.facebook.com/MindsDB,,0,2,1,1,1,0,Software y Servicios B2B,8
Biobot Analytics,https://www.crunchbase.com/organization/biobot-analytics,41398737.0,37,13400000.0,0,2017-01-01,0,1,28,active,7.0,c_00011_00050,41398737.0,10,series_a,2025-06-06,13400000.0,2.0,https://www.linkedin.com/company/biobot-analytics,,,,0,2,0,1,0,0,0,Software y Servicios B2B,8
Catch,https://www.crunchbase.com/organization/catchco,20101000.0,30,12000000.0,0,2017-01-01,0,0,21,active,4.0,c_00001_00010,20101000.0,5,series_a,2021-07-30,12000000.0,2.0,https://www.linkedin.com/company/catchbenefits,,,https://www.facebook.com/catchbenefits,,1,1,1,1,1,0,Finanzas,8
D-ID,https://www.crunchbase.com/organization/d-id,42500000.0,79,25000000.0,0,2017-01-01,1,18,17,active,3.0,c_00101_00250,47881868.0,5,series_b,2022-03-22,25000000.0,3.0,http://www.linkedin.com/company/deidentification,,,https://www.facebook.com/pg/deidentification,,1,2,1,1,1,0,Software y Servicios B2B,8
BioRender,https://www.crunchbase.com/organization/biorender-inc,17044132.0,6,15319133.0,0,2017-01-01,6,0,7,active,1.0,c_00101_00250,17044132.0,3,series_a,2023-04-20,15319133.0,3.0,https://www.linkedin.com/company/biorender,,,https://www.facebook.com/biorender,,1,2,1,1,1,0,Software y Servicios B2B,8
Routable,https://www.crunchbase.com/organization/routable,46519705.0,13,499996.0,0,2017-01-01,0,0,30,active,2.0,c_00051_00100,46519705.0,5,series_b,2022-04-29,499996.0,2.0,https://www.linkedin.com/company/routable/,,,https://www.facebook.com/RoutableHQ,,0,2,1,1,1,459,Finanzas,8
Nala,https://www.crunchbase.com/organization/nala-money,50200000.0,34,40000000.0,0,2017-01-01,0,0,27,active,7.0,c_00051_00100,50210000.0,5,series_a,2024-07-09,40000000.0,1.0,https://www.linkedin.com/company/nalamoney/,,,https://www.facebook.com/NALA.money/,,0,1,1,1,1,0,Finanzas,8
CoLab Software,https://www.crunchbase.com/organization/colab-software,44539719.0,38,5600000.0,0,2017-01-01,6,2,13,active,5.0,c_00051_00100,47539719.0,7,series_b,2025-03-19,5600000.0,2.0,https://www.linkedin.com/company/colabsoftware,,,https://www.facebook.com/colabsoftware,,0,2,1,1,1,0,Software y Servicios B2B,8
Yassir,https://www.crunchbase.com/organization/yassir,180290000.0,22,150000000.0,0,2017-01-01,0,0,45,active,4.0,c_00501_01000,180290000.0,8,series_b,2022-11-07,150000000.0,2.0,https://www.linkedin.com/company/yassir-global,,,https://www.facebook.com/Yassir.Algerie,,0,2,1,1,1,505,Finanzas,8
Rebellyous Foods,https://www.crunchbase.com/organization/seattle-food-tech-sft,47355430.0,52,2400000.0,0,2017-01-01,2,15,21,active,6.0,c_00011_00050,47355430.0,11,series_b,2025-01-09,2400000.0,1.0,https://www.linkedin.com/company/seattle-food-tech/,,,https://www.facebook.com/RebellyousFoods,,1,0,1,1,1,965,Industria,8
Curebase,https://www.crunchbase.com/organization/curebase,57633000.0,37,40000000.0,0,2017-01-01,2,0,16,active,2.0,c_00051_00100,57633000.0,6,series_b,2022-05-05,40000000.0,1.0,https://www.linkedin.com/company/curebase,,,https://www.facebook.com/curebaseDCT,,0,1,1,1,1,459,Software y Servicios B2B,8
Easol,https://www.crunchbase.com/organization/fixers,29620000.0,10,25000000.0,0,2017-01-01,1,0,10,active,2.0,c_00051_00100,29620000.0,8,series_a,2021-12-08,25000000.0,3.0,https://www.linkedin.com/company/easolhq,,,https://www.facebook.com/Easol.Official,,1,2,1,1,1,0,Software y Servicios B2B,8
Microverse,https://www.crunchbase.com/organization/microverse,19700000.0,18,4000000.0,0,2017-01-01,2,0,17,active,2.0,c_00101_00250,19700000.0,5,series_a,2022-08-17,4000000.0,1.0,https://www.linkedin.com/company/microverseinc/,,,https://www.facebook.com/microverseinc,,0,1,1,1,1,0,Educación,8
Persephone Biosciences,https://www.crunchbase.com/organization/persephone-biome,15120000.0,27,15000000.0,0,2017-01-01,0,0,10,active,2.0,c_00011_00050,15120000.0,3,seed,2022-07-19,15000000.0,2.0,https://www.linkedin.com/company/persephone-biome,,,,0,1,1,1,0,1,489,Software y Servicios B2B,8
Collectly,https://www.crunchbase.com/organization/collectly-inc,33900000.0,14,29000000.0,0,2017-01-01,0,0,21,active,3.0,c_00051_00100,33900000.0,4,series_a,2023-07-20,29000000.0,2.0,https://www.linkedin.com/company/collectly,,,https://www.facebook.com/collectly,,0,2,1,1,1,351,Finanzas,8
Corvus Robotics,https://www.crunchbase.com/organization/corvus-robotics,18000000.0,21,18000000.0,0,2017-01-01,0,0,8,active,3.0,c_00011_00050,23050000.0,4,series_a,2024-10-08,18000000.0,1.0,https://in.linkedin.com/company/corvus-robotics,,,,0,1,0,1,0,1,480,Software y Servicios B2B,8
Snappr,https://www.crunchbase.com/organization/snappr-2,12995527.0,44,10000000.0,0,2017-01-01,1,0,14,active,1.0,c_00101_00250,12995527.0,5,series_a,2020-09-28,10000000.0,2.0,https://www.linkedin.com/company/snappr.co/,,,https://www.facebook.com/snappr.co,,0,2,1,1,1,5,Software y Servicios B2B,8
Centaur Labs,https://www.crunchbase.com/organization/centaur-labs,36235849.0,8,16200000.0,0,2017-01-01,0,0,25,active,6.0,c_00011_00050,36235849.0,6,series_b,2024-10-08,16200000.0,3.0,https://www.linkedin.com/company/centaur-labs,,,https://www.facebook.com/CentaurLabs,,0,3,1,1,1,246,Software y Servicios B2B,8
Mighty Buildings,https://www.crunchbase.com/organization/mighty-buildings,153823024.0,40,52000000.0,1,2017-01-01,8,39,44,active,4.0,c_00101_00250,153823024.0,12,series_b,2023-09-12,52000000.0,4.0,https://www.linkedin.com/company/mightybuildings,,,https://www.facebook.com/mightybuildings,,0,4,1,1,1,0,Bienes Raíces y Construcción,8
Emi Labs,https://www.crunchbase.com/organization/emi-2,13000000.0,4,11000000.0,0,2017-01-01,0,0,10,active,2.0,c_00101_00250,13000000.0,4,series_a,2022-02-24,11000000.0,2.0,https://www.linkedin.com/company/emi-labs/,,,,0,0,2,1,0,1,174,No Especificado,8
Arpeggio Bio,https://www.crunchbase.com/organization/arpeggio-bio,20350000.0,7,17000000.0,0,2017-01-01,1,3,13,active,2.0,c_00011_00050,20350000.0,4,series_a,2022-09-07,17000000.0,3.0,https://www.linkedin.com/company/arpeggio-biosciences/,,,,0,1,2,1,0,1,190,Software y Servicios B2B,8
Convex,https://www.crunchbase.com/organization/convex-c445,59550000.0,11,39000000.0,0,2017-01-01,0,0,10,active,3.0,c_00051_00100,59550000.0,4,series_b,2021-10-12,39000000.0,3.0,https://www.linkedin.com/company/convex-labs/,,,,0,0,3,1,0,0,0,Software y Servicios B2B,8
Obie,https://www.crunchbase.com/organization/obiesoft,39000000.0,18,25500000.0,0,2017-01-01,0,0,17,active,2.0,c_00051_00100,39000000.0,4,series_b,2023-05-17,25500000.0,2.0,https://www.linkedin.com/company/joinobie,,,,0,0,2,1,0,0,0,Bienes Raíces y Construcción,8
Forage,https://www.crunchbase.com/organization/insidesherpa,37003955.0,28,25000000.0,0,2017-01-01,2,0,16,active,5.0,c_00051_00100,37003955.0,8,series_b,2021-08-20,25000000.0,2.0,https://www.linkedin.com/company/theforage,,,https://www.facebook.com/theforage1,,0,2,1,1,1,0,Educación,8
