company_name,link_company,linkedin,linkedin_employees,linkedin_followers,facebook,facebook_followers
Veryfi,https://www.crunchbase.com/organization/veryfi,https://www.linkedin.com/company/veryfi-inc/,,,https://www.facebook.com/veryfinance,
Sable,https://www.crunchbase.com/organization/sable,https://www.linkedin.com/company/sable-card/,,,https://www.facebook.com/sablemoney/,
Flowspace,https://www.crunchbase.com/organization/flowspace,https://www.linkedin.com/company/flowspace/,,,https://www.facebook.com/getflowspace/,
Gordian Software,https://www.crunchbase.com/organization/gordian-software,https://www.linkedin.com/company/gordian-software/,,,,0
ScopeAI,https://www.crunchbase.com/organization/quiki,https://www.linkedin.com/company-beta/17914393/,,,https://www.facebook.com/scopeai,
Blueberry Pediatrics,https://www.crunchbase.com/organization/blueberry-pediatrics,https://www.linkedin.com/company/sparkmdinc,,,https://www.facebook.com/blueberrypediatrics,
Nomba,https://www.crunchbase.com/organization/nomba,https://www.linkedin.com/company/nombahq,,,https://www.facebook.com/nombahq,
Copilot,https://www.crunchbase.com/organization/portal-76bb,https://www.linkedin.com/company/portaltechnologieshq,,,https://www.facebook.com/portaltechnologieshq,
VenoStent,https://www.crunchbase.com/organization/venostent,https://www.linkedin.com/company/venostent,,,,0
CodeStream,https://www.crunchbase.com/organization/codestream,https://www.linkedin.com/company/teamcodestream/,,,https://www.facebook.com/teamcodestream/,
Four Growers,https://www.crunchbase.com/organization/four-growers,https://www.linkedin.com/company/four-growers-inc,,,,0
Regology,https://www.crunchbase.com/organization/regology,https://www.linkedin.com/company/regology/,,,,0
Juni Learning,https://www.crunchbase.com/organization/juni-learning,https://www.linkedin.com/company/18219315/,,,https://www.facebook.com/junilearning/,
Cowrywise,https://www.crunchbase.com/organization/cowrywise,https://www.linkedin.com/company/cowrywise/,,,https://www.facebook.com/cowrywise/,
Senso.ai,https://www.crunchbase.com/organization/senso-2,https://www.linkedin.com/company/senso.ai,,,https://www.facebook.com/sensoai,
Upfort,https://www.crunchbase.com/organization/paladin-cyber,https://www.linkedin.com/company/upfort,,,,0
Spect,https://www.crunchbase.com/organization/spect,https://www.linkedin.com/company/getspect,,,,0
Pylon_2,https://www.crunchbase.com/organization/pylon-f2e7,https://www.linkedin.com/company/pylonump,,,,0
JITX,https://www.crunchbase.com/organization/jitx,https://www.linkedin.com/company/jitx/,,,,0
Tipe,https://www.crunchbase.com/organization/tipe,https://www.linkedin.com/company/18299777/,,,https://facebook.com/TipeCMS,
Genomelink,https://www.crunchbase.com/organization/awakens-inc,https://www.linkedin.com/company/awakens,,,https://www.facebook.com/Genomelink/,
Hiration,https://www.crunchbase.com/organization/hiration,https://www.linkedin.com/company/hiration/,,,https://www.facebook.com/Hiration/,
SnapTrade,https://www.crunchbase.com/organization/snaptrade-be4e,https://www.linkedin.com/company/snaptrade,,,,0
Draftbit,https://www.crunchbase.com/organization/draftbit,https://www.linkedin.com/company/draftbit/,,,https://www.facebook.com/pg/draftbit/,
MindFi,https://www.crunchbase.com/organization/mindfi,https://www.linkedin.com/company/mindfi.co,,,https://www.facebook.com/mindfico,
SST,https://www.crunchbase.com/organization/sst-2a7e,https://www.linkedin.com/company/sst-dev,,,,0
BUMP,https://www.crunchbase.com/organization/bump-d27e,https://www.linkedin.com/company/sobump/,,,https://www.facebook.com/bumpofficial/,
WeatherCheck,https://www.crunchbase.com/organization/weathercheck,https://www.linkedin.com/company/weathercheck/about/,,,https://www.facebook.com/WeatherCheckCo/,
MARS Auto,https://www.crunchbase.com/organization/mars-auto,https://www.linkedin.com/company/marsauto/about/,,,https://www.facebook.com/pg/marsautonomous/,
Ovipost,https://www.crunchbase.com/organization/ovipost,https://www.linkedin.com/company/ovipost,,,,0
Nanonets,https://www.crunchbase.com/organization/nanonets,https://www.linkedin.com/company/nanonets,,,https://www.facebook.com/nanonets,
Waydev,https://www.crunchbase.com/organization/waydev,https://www.linkedin.com/company/18141259/,,,https://www.facebook.com/waydevco,
Actipulse Neuroscience (YC W22),https://www.crunchbase.com/organization/actipulse-international,https://www.linkedin.com/company/24765499/,,,https://www.facebook.com/actipulse/,
Safepay,https://www.crunchbase.com/organization/safepay,https://www.linkedin.com/company/safepay/,,,https://www.facebook.com/safepay.pk/,
Anima App,https://www.crunchbase.com/organization/anima-app,https://linkedin.com/company/anima-app,,,https://www.facebook.com/animaapp,
Makani Science,https://www.crunchbase.com/organization/makani-science,https://www.linkedin.com/company/makani-science,,,https://www.facebook.com/makaniscience,
Shone,https://www.crunchbase.com/organization/shone-io,https://www.linkedin.com/company/shone-io/,,,,0
College Pulse,https://www.crunchbase.com/organization/collegepulse,https://www.linkedin.com/company/college-pulse/,,,https://www.facebook.com/pg/PulseSurvey/,
Sepsis Scout,https://www.crunchbase.com/organization/sepsisscout,,0,0,,0
AXDRAFT,https://www.crunchbase.com/organization/axdraft,https://www.linkedin.com/company/axdraft/,,,https://www.facebook.com/axdraft/,
Glimpsek12,https://www.crunchbase.com/organization/glimpsek12,https://www.linkedin.com/company/glimpsek12,,,,0
onederful,https://www.crunchbase.com/organization/onederful,https://www.linkedin.com/company/18206773/,,,,0
Bear Flag Robotics,https://www.crunchbase.com/organization/bear-flag-robotics,https://www.linkedin.com/company/bear-flag-robotics,,,https://www.facebook.com/Bearflagrobotics,
Supermedium,https://www.crunchbase.com/organization/supermedium,https://www.linkedin.com/company/18477709/,,,https://facebook.com/supermediumvr/,
LUS Brands,https://www.crunchbase.com/organization/lus-brands,https://www.linkedin.com/in/saharsaidi/,,,https://www.facebook.com/lusbrands/,
AllSome,https://www.crunchbase.com/organization/5688-global-limited,https://www.linkedin.com/company/13277251,,,https://www.facebook.com/allsometrack,
Duffel,https://www.crunchbase.com/organization/duffelhq,https://www.linkedin.com/company/duffelhq,,,https://www.facebook.com/duffelhq/,
Cero.AI,https://www.crunchbase.com/organization/cero-ai,https://www.linkedin.com/company/ceroai,,,,0
hypcloud,https://www.crunchbase.com/organization/hypcloud,https://www.linkedin.com/company/hypcloud/,,,,0
Gustav,https://www.crunchbase.com/organization/gustav,https://www.linkedin.com/company/hellogustav.com/,,,https://www.facebook.com/pg/GustavTechnologies/,
HelpNow,https://www.crunchbase.com/organization/helpnow,https://www.linkedin.com/company/helpnow-8899889952/,,,https://www.facebook.com/GetHelpNowIndia/,
AuroraQ,https://www.crunchbase.com/organization/AuroraQ,https://www.linkedin.com/company/qspice-labs-inc/,,,,0
Intelline,https://www.crunchbase.com/organization/intelline,https://www.linkedin.com/company/34746898/admin/,,,https://www.facebook.com/intelline/,
Beanstalk,https://www.crunchbase.com/organization/beanstalk-16c1,https://www.linkedin.com/company/beanstalk-inc,,,,0
Ropeo,https://www.crunchbase.com/organization/ropeo,https://www.linkedin.com/company/ropeo/,,,https://www.facebook.com/ropeocolombia/,
GeoPredict,https://www.crunchbase.com/organization/geopredict,https://www.linkedin.com/company/geopredict/,,,,0
Cache,https://www.crunchbase.com/organization/cache-0d59,,0,0,,0
Matagora,https://www.crunchbase.com/organization/matagora,https://www.linkedin.com/company/matagora/,,,https://www.facebook.com/matagora,
Easyplan,https://www.crunchbase.com/organization/easyplan,https://www.linkedin.com/company/easyplan-india/,,,https://www.facebook.com/easyplanindia/,
Tradewind BioScience,https://www.crunchbase.com/organization/tradewind-bioscience,https://www.linkedin.com/company/tradewind-bioscience,,,,0
Zergo,https://www.crunchbase.com/organization/sanntek,https://www.linkedin.com/company/zergo/,,,,0
Passerine Aircraft Corporation,https://www.crunchbase.com/organization/passerine-aircraft-corporation,https://www.linkedin.com/company/passerineaircraft/,,,https://www.facebook.com/PasserineAircraft/,
Mayhem,https://www.crunchbase.com/organization/mayhem-gg,https://www.linkedin.com/company/mayhemgg/,,,https://www.facebook.com/MayhemGG/,
Rhythmm,https://www.crunchbase.com/organization/rhythmm,,0,0,,0
Kestrel Materials,https://www.crunchbase.com/organization/kestrel-materials,https://www.linkedin.com/company/skyscrape ,,,,0
OSIMple,https://www.crunchbase.com/organization/osimple,https://www.linkedin.com/company/bigbridge-technologies-inc,,,,0
YouTeam (YC W18),https://www.crunchbase.com/organization/youteam,https://www.linkedin.com/company/3742074?trk=tyah&trkInfo=clickedVertical%3Acompany%2CentityType%3AentityHistoryName%2CclickedEntityId%3Acompany_3742074%2Cidx%3A1,,,https://www.facebook.com/youteamUK/?fref=ts,
Aurabeat,https://www.crunchbase.com/organization/aurabeat,https://www.linkedin.com/company/aurabeat-usa,,,https://www.facebook.com/Aurabeat.NA,
Smart Alto,https://www.crunchbase.com/organization/smart-alto,https://www.linkedin.com/company-beta/17967554/?pathWildcard=17967554,,,https://www.facebook.com/SmartAltoAI/,
Clupp,https://www.crunchbase.com/organization/clupp,https://www.linkedin.com/company/cluppseguro/,,,https://www.facebook.com/cluppseguro/,
GoLinks,https://www.crunchbase.com/organization/golinks,https://www.linkedin.com/company/golinks,,,https://www.facebook.com/golinksio,
Cairns Health,https://www.crunchbase.com/organization/totemic-labs,https://www.linkedin.com/company/cairns-health,,,,0
Deed,https://www.crunchbase.com/organization/deed-2,https://www.linkedin.com/company/joindeed,,,https://www.facebook.com/joindeednow,
70 Million Jobs,https://www.crunchbase.com/organization/70-million-jobs,https://www.linkedin.com/company/70-million-jobs/,,,https://www.facebook.com/70MillionJobs/,
CureSkin,https://www.crunchbase.com/organization/cureskin,https://www.linkedin.com/company/heallo.ai/,,,https://www.facebook.com/cureskinapp/,
Station,https://www.crunchbase.com/organization/station-2,https://www.linkedin.com/company/getstation/,,,https://www.facebook.com/StationApp,
Hublo,https://www.crunchbase.com/organization/hublo,https://www.linkedin.com/company/hublo-fr,,,https://www.facebook.com/wearehublo,
Gmelius,https://www.crunchbase.com/organization/gmelius,https://www.linkedin.com/company/gmelius,,,http://www.facebook.com/gmeliusTM,
Elucd,https://www.crunchbase.com/organization/elucd,https://www.linkedin.com/company-beta/16271468/,,,https://www.facebook.com/elucd/,
Penta Medical,https://www.crunchbase.com/organization/penta-medical,,0,0,,0
Headstart,https://www.crunchbase.com/organization/headstart-app,https://www.linkedin.com/company/headstart-ai/,,,https://www.facebook.com/headstart.io,
Kernal Biologics,https://www.crunchbase.com/organization/kernal-biologics,https://www.linkedin.com/company/15196047/,,,https://www.facebook.com/KernalBiologics-1770335909881227/about/?ref=page_internal,
bxblue,https://www.crunchbase.com/organization/bxblue,https://www.linkedin.com/company-beta/10936124,,,https://www.facebook.com/bxbluebr,
DocTalk,https://www.crunchbase.com/organization/doctalk,,0,0,,0
Fieldproxy,https://www.crunchbase.com/organization/fieldproxy,https://www.linkedin.com/company/fieldproxy,,,https://www.facebook.com/fieldproxy,
LemonBox,https://www.crunchbase.com/organization/lemonbox,https://www.linkedin.com/company/%E6%9F%A0%E6%AA%AC%E5%A0%82lemonbox/,,,https://www.facebook.com/lemonboxofficial/,
Haiku,https://www.crunchbase.com/organization/haiku-2,https://www.linkedin.com/company/haiku-san-francisco,,,https://www.facebook.com/HaikuForTeams/,
Hatch,https://www.crunchbase.com/organization/hatch-0729,https://www.linkedin.com/company/usehatchapp,,,https://www.facebook.com/usehatch,
Sendbox,https://www.crunchbase.com/organization/sendbox,https://www.linkedin.com/company/sendbox-technologies/,,,https://www.facebook.com/sendbox.ng/,
Cosmic,https://www.crunchbase.com/organization/cosmic-js,https://www.linkedin.com/company/cosmic-js,,,https://www.facebook.com/cosmicjs,
PAYFAZZ,https://www.crunchbase.com/organization/payfazz,https://www.linkedin.com/company/payfazz.com,,,https://www.facebook.com/payfazz,
Flo Recruit,https://www.crunchbase.com/organization/flo-recruit,https://www.linkedin.com/company/florecruit/,,,https://www.facebook.com/FloRecruit/,
NexGenT,https://www.crunchbase.com/organization/nexgent-inc,https://www.linkedin.com/company/nexgent,,,https://www.facebook.com/nexgent,
RankScience,https://www.crunchbase.com/organization/rank-science-2,https://www.linkedin.com/company/rankscience/,,,https://www.facebook.com/rankscience/,
Thematic,https://www.crunchbase.com/organization/thematic,https://www.linkedin.com/company/thematic-ltd/,,,https://www.facebook.com/getthematic/,
Bottomless,https://www.crunchbase.com/organization/bottomless,https://www.linkedin.com/company/bottomless/,,,https://facebook.com/bottomless,
HireSweet,https://www.crunchbase.com/organization/hiresweet,https://www.linkedin.com/company/hiresweet/,,,https://www.facebook.com/hiresweet/,
"CocuSocial, Inc.",https://www.crunchbase.com/organization/cocusocial,https://www.linkedin.com/company-beta/7973329/,,,https://www.facebook.com/cocusocial/,
HitPay,https://www.crunchbase.com/organization/hitkey,https://www.linkedin.com/company/hitpay-payments,,,https://www.facebook.com/hitpaynow,
INKHUNTER,https://www.crunchbase.com/organization/inkhunter,https://www.linkedin.com/company/inkhunter/,,,https://www.facebook.com/inkHunter,
NODE,https://www.crunchbase.com/organization/node-4506,https://www.linkedin.com/company/18348713/,,,,0
Pangea,https://www.crunchbase.com/organization/pangea-app,https://www.linkedin.com/company/app-pangea,,,https://www.facebook.com/app.Pangea,
Fat Llama,https://www.crunchbase.com/organization/fat-lama,https://www.linkedin.com/company/fat-lama/,,,https://www.facebook.com/FatLlamaHQ/,
Copia,https://www.crunchbase.com/organization/copia-2,https://www.linkedin.com/company/gocopia/,,,https://www.facebook.com/gocopia,
Prompt,https://www.crunchbase.com/organization/prompt,,0,0,,0
Replit,https://www.crunchbase.com/organization/replit,https://www.linkedin.com/company/repl-it,,,https://www.facebook.com/replit,
Wallarm,https://www.crunchbase.com/organization/wallarm,https://www.linkedin.com/company/wallarm,,,https://www.facebook.com/wallarm,
Proven Skincare,https://www.crunchbase.com/organization/proven-2932,https://www.linkedin.com/company/provenskincare/,,,https://www.facebook.com/provenskincare/,
Humi,https://www.crunchbase.com/organization/humi-hr,https://www.linkedin.com/company/humi-hr,,,https://www.facebook.com/gethumi,
Nobell Foods,https://www.crunchbase.com/organization/alpine-roads,https://www.linkedin.com/company/nobellfoods/,,,https://www.facebook.com/pages/category/Food---Beverage/Nobell-Foods-110600737779678/,
Ribbon Health,https://www.crunchbase.com/organization/ribbonhealth,https://www.linkedin.com/company/ribbonhealth/,,,,0
Culture Biosciences,https://www.crunchbase.com/organization/culture-robotics,https://www.linkedin.com/company/culture-robotics/,,,https://www.facebook.com/culturebiosci/,
Mattermost,https://www.crunchbase.com/organization/mattermost,https://www.linkedin.com/company/mattermost/,,,https://www.facebook.com/MattermostHQ/,
Encellin,https://www.crunchbase.com/organization/encellin,https://www.linkedin.com/company-beta/7973731/,,,,0
Multiply Labs,https://www.crunchbase.com/organization/multiply-labs,https://www.linkedin.com/company/multiply-labs,,,https://www.facebook.com/multiplylabsforyou/,
Joy,https://www.crunchbase.com/organization/joytheapp,https://www.linkedin.com/company/joy-the-app,,,https://www.facebook.com/joytheapp,
Sleep Reset,https://www.crunchbase.com/organization/sleep-reset,https://www.linkedin.com/company/sleep-reset/,,,https://www.facebook.com/sleepreset,
Helium Health,https://www.crunchbase.com/organization/helium-healthcare,https://www.linkedin.com/company/heliumhealth,,,https://www.facebook.com/HeliumHealth,
Enzyme,https://www.crunchbase.com/organization/enzyme-2,https://www.linkedin.com/company/enzymecorp/,,,,0
Lucy Goods,https://www.crunchbase.com/organization/lucy-goods,https://ca.linkedin.com/company/lucy-goods,,,https://www.facebook.com/lucynicotine,
Farmstead,https://www.crunchbase.com/organization/futureads-llc,https://www.linkedin.com/company/farmstead,,,https://www.facebook.com/farmsteadapp,
Pnoe,https://www.crunchbase.com/organization/pnoe,https://www.linkedin.com/company/pnoe/,,,,0
RelianceHMO,https://www.crunchbase.com/organization/reliancehmo-7eff,https://www.linkedin.com/company/reliance-hmo/,,,https://www.facebook.com/reliancehmo,
Numida,https://www.crunchbase.com/organization/numida-technologies,https://www.linkedin.com/company/numida-technologies/,,,https://www.facebook.com/pg/trackapp.numidatech/,
Meitre,https://www.crunchbase.com/organization/meitre,https://www.linkedin.com/company/18489108/,,,,0
Kudi,https://www.crunchbase.com/organization/kudi,https://www.linkedin.com/company/kudi.ai,,,https://www.facebook.com/kudidotai/,
Shipamax,https://www.crunchbase.com/organization/shipamax,https://www.linkedin.com/company/shipamax/,,,https://www.facebook.com/shipamax/,
Bonsai,https://www.crunchbase.com/organization/bonsai-2,https://www.linkedin.com/company/bonsai,,,https://www.facebook.com/hellobonsai,
CrowdAI,https://www.crunchbase.com/organization/crowdai,https://linkedin.com/companies/crowdai,,,,0
Naborly,https://www.crunchbase.com/organization/naborly,http://linkedin.com/company/naborly,,,https://www.facebook.com/naborly,
Power Router,https://www.crunchbase.com/organization/power-router,https://www.linkedin.com/company/power-router,,,,0
Withfriends,https://www.crunchbase.com/organization/withfriends,https://www.linkedin.com/company/18361020/,,,https://www.facebook.com/domorewithfriends/,
ClearBrain,https://www.crunchbase.com/organization/clearbrain,https://www.linkedin.com/company/18023438,,,https://www.facebook.com/clearbraininc,
Officely,https://www.crunchbase.com/organization/officely,https://www.linkedin.com/company/getofficely/,,,https://www.facebook.com/Officely-103501008138720/,
Kisan Network,https://www.crunchbase.com/organization/kisan-network,https://www.linkedin.com/company/kisan-network,,,https://www.facebook.com/kisannetwork,
Edwin,https://www.crunchbase.com/organization/edwin-ai,https://www.linkedin.com/company/11041151/,,,https://www.facebook.com/englishwithedwin,
Tetra,https://www.crunchbase.com/organization/tetra,https://www.linkedin.com/company/tetra-yc-w17-/,,,https://www.facebook.com/calltetra/,
Unima,https://www.crunchbase.com/organization/unima,https://www.linkedin.com/company/unimainc/,,,,0
Circa,https://www.crunchbase.com/organization/eventgeek,https://www.linkedin.com/company/hicirca,,,https://www.facebook.com/HiCirca,
Inspector Cloud,https://www.crunchbase.com/organization/inspector-cloud,https://www.linkedin.com/company/inspector-cloud,,,https://www.facebook.com/pg/inspectorcloudretail,
Precious,https://www.crunchbase.com/organization/precious,https://www.linkedin.com/company/baby-art-app/,,,,0
Audm,https://www.crunchbase.com/organization/audm,https://www.linkedin.com/company/audm,,,https://www.facebook.com/audmapp/,
Khabri,https://www.crunchbase.com/organization/khabri,https://www.linkedin.com/company/khabri-app,,,,0
Apurata,https://www.crunchbase.com/organization/apurata,https://www.linkedin.com/company/25054797,,,https://www.facebook.com/ApurataPrestamos/,
YourQuote,https://www.crunchbase.com/organization/yourquote,https://in.linkedin.com/company/yourquote,,,https://www.facebook.com/YourQuoteApp/,
Buglife,https://www.crunchbase.com/organization/buglife,https://www.linkedin.com/company/bofaml,,,,0
Caelum Health,https://www.crunchbase.com/organization/caelum-health,https://www.linkedin.com/company-beta/18131547/,,,https://www.facebook.com/caelumhealth/,
SharpestMinds,https://www.crunchbase.com/organization/sharpestminds,https://www.linkedin.com/company/18322157/,,,https://www.facebook.com/SharpestMinds/,
MyPetrolPump,https://www.crunchbase.com/organization/mypetrolpump,https://www.linkedin.com/company/mypetrolpump/,,,https://www.facebook.com/mypetrolpump/,
Edyst,https://www.crunchbase.com/organization/edyst,https://www.linkedin.com/company/edyst/,,,https://www.facebook.com/edystme/,
Loom.ai,https://www.crunchbase.com/organization/loomai,https://www.linkedin.com/company/loom.ai,,,https://www.facebook.com/loomaiinc,
Zinc Platform,https://www.crunchbase.com/organization/zinc-platform,https://www.linkedin.com/company/zinc-platform/,,,https://www.facebook.com/zincplatform/,
High Earth Orbit Robotics,https://www.crunchbase.com/organization/high-earth-orbit-robotics,https://www.linkedin.com/company/high-earth-orbit-robotics,,,,0
Solve,https://www.crunchbase.com/organization/solve-4,https://www.linkedin.com/company-beta/12958126/,,,,0
Vanido,https://www.crunchbase.com/organization/vanido,https://www.linkedin.com/company-beta/16246961/,,,https://www.facebook.com/pg/VanidoApp,
SmartSite,https://www.crunchbase.com/organization/smartsite,https://www.linkedin.com/company/smart-site,,,,0
JetPack Aviation,https://www.crunchbase.com/organization/jetpack-aviation,https://in.linkedin.com/company/jetpack-aviation,,,https://www.facebook.com/jetpackaviation/,
SMBRate,https://www.crunchbase.com/organization/smbrate,,0,0,https://www.facebook.com/yoursmbrate,
Legistify,https://www.crunchbase.com/organization/legistify,https://www.linkedin.com/company/get-legal,,,https://www.facebook.com/legistify,
Curtsy,https://www.crunchbase.com/organization/curtsy,https://www.linkedin.com/company/curtsy,,,https://www.facebook.com/curtsyapp,
Saleswhale,https://www.crunchbase.com/organization/saleswhale,http://www.linkedin.com/company/saleswhale,,,http://www.facebook.com/saleswhaleio,
Rose Rocket,https://www.crunchbase.com/organization/rose-rocket,https://www.linkedin.com/company/15180908,,,https://www.facebook.com/RoseRocket,
Pop Meals,https://www.crunchbase.com/organization/dah-makan,https://www.linkedin.com/company/dah-makan,,,http://www.facebook.com/orderdahmakan,
Superside,https://www.crunchbase.com/organization/konsus,https://www.linkedin.com/company/superside,,,https://www.facebook.com/supersidehq,
CareRev,https://www.crunchbase.com/organization/care-revolutions,https://www.linkedin.com/company/carerev,,,https://www.facebook.com/CareRev,
"Mason America, Inc.",https://www.crunchbase.com/organization/mason,https://www.linkedin.com/company/mason-america/,,,https://www.facebook.com/buildwithmason,
Sudden Coffee,https://www.crunchbase.com/organization/sudden-coffee,https://www.linkedin.com/company/sudden-coffee,,,https://www.facebook.com/suddencoffee/,
ZiffyHomes,https://www.crunchbase.com/organization/ziffy-homes,https://www.linkedin.com/company/ziffyhomes,,,https://www.facebook.com/ziffyhomes,
Jopwell,https://www.crunchbase.com/organization/jopwell,https://www.linkedin.com/company/jopwell,,,https://www.facebook.com/Jopwell,
Token Transit,https://www.crunchbase.com/organization/token-transit,https://www.linkedin.com/company/tokentransit/,,,https://www.facebook.com/tokentransit/,
OneChronos,https://www.crunchbase.com/organization/one-chronos,https://www.linkedin.com/company/onechronos/,,,,0
Focal Systems,https://www.crunchbase.com/organization/focal-systems,https://www.linkedin.com/company/focal-systems-inc.,,,,0
PartnerStack,https://www.crunchbase.com/organization/partnerstack,https://www.linkedin.com/company/partnerstack,,,https://www.facebook.com/PartnerStack-576964792737529,
Landed_2,https://www.crunchbase.com/organization/landed,https://www.linkedin.com/company/landed-inc/,,,https://www.facebook.com/landedinc/,
zeroheight,https://www.crunchbase.com/organization/zeroheight,https://www.linkedin.com/company/zero-height,,,https://www.facebook.com/zeroheight/,
Contraline,https://www.crunchbase.com/organization/contraline,https://www.linkedin.com/company/contraline-llc,,,https://www.facebook.com/contralinellc,
Auro Robotics,https://www.crunchbase.com/organization/auro-robotics,https://www.linkedin.com/company/auro-robotics,,,https://www.facebook.com/AuroAi/,
Netomi,https://www.crunchbase.com/organization/netomi,https://www.linkedin.com/company/netomi/,,,https://www.facebook.com/officialnetomi,
Voodoo Manufacturing,https://www.crunchbase.com/organization/voodoo-manufacturing,https://www.linkedin.com/company-beta/6473428,,,https://www.facebook.com/vdmfg/,
Deako,https://www.crunchbase.com/organization/deako,https://www.linkedin.com/company/deako,,,https://www.facebook.com/deakolights/,
AirX,https://www.crunchbase.com/organization/airx,https://www.linkedin.com/company/airx-inc,,,https://www.facebook.com/airx.inc20150223/,
Sandbox Banking,https://www.crunchbase.com/organization/sandbox-banking,https://www.linkedin.com/company/sandboxbanking,,,,0
Junction_2,https://www.crunchbase.com/organization/junction,,0,0,https://www.facebook.com/junctiondash,
Aerones,https://www.crunchbase.com/organization/aerones,https://www.linkedin.com/company/aerones/,,,https://www.facebook.com/aeronescom/,
Replika,https://www.crunchbase.com/organization/io,https://www.linkedin.com/company/luka-inc,,,https://www.facebook.com/myownreplika,
Paystack,https://www.crunchbase.com/organization/paystack,https://www.linkedin.com/company/paystack,,,https://www.facebook.com/PaystackHQ,
Akido Labs,https://www.crunchbase.com/organization/akido-labs,https://www.linkedin.com/company/9335675,,,,0
Deepgram,https://www.crunchbase.com/organization/deepgram,https://www.linkedin.com/company/deepgram,,,https://www.facebook.com/deepgram,
Eden,https://www.crunchbase.com/organization/eden,https://www.linkedin.com/company/edenworkplace/,,,https://www.facebook.com/edenworkplace/,
Thunkable,https://www.crunchbase.com/organization/thunkable,https://www.linkedin.com/company/thunkable,,,https://www.facebook.com/thunkable,
Inito,https://www.crunchbase.com/organization/inito,https://www.linkedin.com/company/10073351/,,,https://www.facebook.com/InitoFertilityUSA/,
iSono Health,https://www.crunchbase.com/organization/isono-health,https://www.linkedin.com/company/6453013?trk=prof-exp-company-name,,,https://www.facebook.com/isonohealth/?fref=ts,
Enso,https://www.crunchbase.com/organization/enso-org,https://www.linkedin.com/company/enso-org,,,,0
GetAccept,https://www.crunchbase.com/organization/getaccept,https://www.linkedin.com/company/getaccept,,,https://www.facebook.com/GetAccept,
Revl,https://www.crunchbase.com/organization/revl,https://www.linkedin.com/company/revl-inc-,,,https://www.facebook.com/RevlExperiences/,
Playment,https://www.crunchbase.com/organization/playment,https://www.linkedin.com/company/6611939,,,https://www.facebook.com/playmentHQ,
Validere,https://www.crunchbase.com/organization/validere-technologies,https://www.linkedin.com/company/validere/,,,https://www.facebook.com/valideretechnologies,
Beek,https://www.crunchbase.com/organization/beek-2,https://www.linkedin.com/company/beek-io,,,https://www.facebook.com/beek_io,
Pocket Worlds,https://www.crunchbase.com/organization/pocket-worlds,https://www.linkedin.com/company/pocketworlds,,,,0
Triplebyte,https://www.crunchbase.com/organization/triplebyte,https://www.linkedin.com/company/triplebyte,,,https://www.facebook.com/triplebyte,
Vetcove,https://www.crunchbase.com/organization/vetcove-2,https://www.linkedin.com/company/vetcove,,,https://www.facebook.com/vetcove,
Prenda,https://www.crunchbase.com/organization/prenda,https://www.linkedin.com/company/prenda/,,,https://www.facebook.com/prendalearn,
Reliance Health,https://www.crunchbase.com/organization/reliancehealth,https://www.linkedin.com/company/reliance-health-global/,,,https://www.facebook.com/reliancehmo,
TransAstra,https://www.crunchbase.com/organization/transastra,https://www.linkedin.com/company/trans-astronautica-corporation,,,,0
KidPass,https://www.crunchbase.com/organization/kidpass,https://www.linkedin.com/company/kidpass/,,,http://facebook.com/kidpass,
Breathe Well-being,https://www.crunchbase.com/organization/breathe-well-being,https://www.linkedin.com/company/breathe-well-being,,,https://www.facebook.com/breathewellbeing,
AON3D,https://www.crunchbase.com/organization/aon3d,https://www.linkedin.com/company/aon3d/,,,https://www.facebook.com/aon3dinc,
Vinebox,https://www.crunchbase.com/organization/vinebox,https://www.linkedin.com/company/vinebox,,,https://www.facebook.com/getVINEBOX,
Zenysis,https://www.crunchbase.com/organization/zenysis,https://www.linkedin.com/company/zenysis-technologies,,,,0
Cityfurnish,https://www.crunchbase.com/organization/cityfurnish,https://www.linkedin.com/company/cityfurnish?trk=biz-companies-cym,,,https://www.facebook.com/cityFurnishRental,
GoLorry,https://www.crunchbase.com/organization/golorry,https://www.linkedin.com/company/golorry/,,,,0
Invofox,https://www.crunchbase.com/organization/invofox,https://www.linkedin.com/company/invofox,,,,0
Gas Pos,https://www.crunchbase.com/organization/gas-pos-inc,https://www.linkedin.com/company/gas-pos/,,,https://www.facebook.com/GasPos.co/,
Amberbox Gunshot Detection,https://www.crunchbase.com/organization/amberbox,https://www.linkedin.com/company/10798761/,,,https://www.facebook.com/AmberBoxGunshotDetection/,
Switchboard,https://www.crunchbase.com/organization/switchboard-5db1,https://www.linkedin.com/company/switchboard/,,,https://www.facebook.com/Switchboard/,
AnnieCannons,https://www.crunchbase.com/organization/anniecannons,https://www.linkedin.com/company/anniecannons/,,,https://www.facebook.com/anniecannons,
Fetch,https://www.crunchbase.com/organization/fetch-6,https://www.linkedin.com/company-beta/15180048/,,,,0
PredictLeads,https://www.crunchbase.com/organization/predictleads,https://www.linkedin.com/company/predictleads/,,,,0
Bloomberg Second Measure,https://www.crunchbase.com/organization/second-measure,https://www.linkedin.com/company/second-measure,,,https://www.facebook.com/secondmeasure/,
PhysioHealth,https://www.crunchbase.com/organization/physiohealth,https://www.linkedin.com/company/physioh-inc-/,,,https://www.facebook.com/wellbithabit/,
Shelf Engine,https://www.crunchbase.com/organization/shelf-engine,https://www.linkedin.com/company/shelf-engine/,,,https://www.facebook.com/shelfengine/,
