company_name,categories,main_category
FlowiseAI,"Internet Services, Professional Services, Software",Unspecified
Tandem Space,"Information Technology, Internet Services",B2B Software and Services
Salient,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software",B2B Software and Services
Storia AI,"Apps, Artificial Intelligence (AI), Data and Analytics, Media and Entertainment, Science and Engineering, Software, Video",B2B Software and Services
Smobi,"Commerce and Shopping, Other, Software",Unspecified
Forge,Software,Unspecified
Letter AI,"Artificial Intelligence (AI), Data and Analytics, Sales and Marketing, Science and Engineering, Software",B2B Software and Services
Andy AI,Health Care,Health Care
Marr Labs,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",B2B Software and Services
Extend,Software,Unspecified
Argil,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",B2B Software and Services
Automat AI,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",B2B Software and Services
Circleback,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",B2B Software and Services
Terminal,"Financial Services, Software, Transportation",Financial
Conduit_1,"Commerce and Shopping, Real Estate, Software, Travel and Tourism",Real Estate and Construction
OpenPipe,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software",B2B Software and Services
Cercli,"Professional Services, Software",Unspecified
Odigos,Software,Unspecified
Wild Moose,"Information Technology, Software",B2B Software and Services
Argon AI,"Artificial Intelligence (AI), Biotechnology, Data and Analytics, Health Care, Other, Science and Engineering, Software",B2B Software and Services
Revi,"Artificial Intelligence (AI), Other, Software",B2B Software and Services
Adagy Robotics,"Artificial Intelligence (AI), Data and Analytics, Hardware, Manufacturing, Science and Engineering, Software, Transportation",Industrials
Pando Bioscience,"Biotechnology, Health Care, Science and Engineering",Health Care
Powder,"Financial Services, Sales and Marketing",Financial
Vocode,"Data and Analytics, Information Technology, Software",B2B Software and Services
PointOne,"Payments, Privacy and Security, Professional Services, Software",Unspecified
Metal_2,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software",B2B Software and Services
Fortuna Health,"Health Care, Information Technology, Navigation and Mapping",B2B Software and Services
Pharos,"Artificial Intelligence (AI), Data and Analytics, Health Care, Science and Engineering, Software",B2B Software and Services
Flint,"Artificial Intelligence (AI), Data and Analytics, Education, Science and Engineering, Software",Education
Twenty (YC S23),"Information Technology, Sales and Marketing, Software",B2B Software and Services
Omnistrate,"Information Technology, Software",B2B Software and Services
Attunement,"Artificial Intelligence (AI), Data and Analytics, Health Care, Science and Engineering, Software",B2B Software and Services
PartnerHQ,"Community and Lifestyle, Other, Professional Services, Sales and Marketing",Unspecified
Roe AI,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",B2B Software and Services
Spaceium,"Information Technology, Science and Engineering, Transportation",B2B Software and Services
Happenstance,"Administrative Services, Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",B2B Software and Services
Guac,"Food and Beverage, Information Technology, Media and Entertainment, Software, Sustainability",B2B Software and Services
Yarn,"Artificial Intelligence (AI), Content and Publishing, Data and Analytics, Media and Entertainment, Science and Engineering, Software, Video",B2B Software and Services
Double_1,Financial Services,Financial
Accend,"Information Technology, Professional Services, Software",B2B Software and Services
Central,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Other, Science and Engineering, Software",Financial
Twenty,"Information Technology, Software",B2B Software and Services
Presti,"Artificial Intelligence (AI), Community and Lifestyle, Consumer Goods, Data and Analytics, Science and Engineering, Software",B2B Software and Services
Selera Medical,"Health Care, Manufacturing",Industrials
DryMerge,"Artificial Intelligence (AI), Data and Analytics, Other, Science and Engineering, Software",B2B Software and Services
Skyvern,"Artificial Intelligence (AI), Data and Analytics, Hardware, Information Technology, Science and Engineering, Software",B2B Software and Services
Clueso,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",B2B Software and Services
HeartByte,"Internet Services, Media and Entertainment, Other",Unspecified
CandorIQ,"Administrative Services, Financial Services, Information Technology, Software",Financial
Lantern,"Artificial Intelligence (AI), Data and Analytics, Other, Science and Engineering, Software",B2B Software and Services
YonedaLabs,"Artificial Intelligence (AI), Biotechnology, Data and Analytics, Health Care, Science and Engineering, Software",B2B Software and Services
Sola,"Artificial Intelligence (AI), Data and Analytics, Hardware, Information Technology, Science and Engineering, Software",B2B Software and Services
Cartage,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software, Transportation",B2B Software and Services
Synch,"Financial Services, Lending and Investments, Professional Services",Financial
Univerbal,"Apps, Artificial Intelligence (AI), Data and Analytics, Education, Information Technology, Science and Engineering, Software",Education
Ecliptor,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",B2B Software and Services
Red Barn Robotics,"Agriculture and Farming, Hardware, Science and Engineering, Software",B2B Software and Services
Fintool.com,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Internet Services, Science and Engineering, Software",Financial
Granza Bio,"Biotechnology, Health Care, Science and Engineering",Health Care
Drillbit,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Sales and Marketing, Science and Engineering, Software",B2B Software and Services
AgentHub,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software",B2B Software and Services
Resonance,"Sales and Marketing, Software",Unspecified
Airgoods,"Commerce and Shopping, Food and Beverage",Unspecified
Brewit,"Apps, Data and Analytics, Information Technology, Software",B2B Software and Services
Eris Biotech,"Biotechnology, Health Care, Science and Engineering",Health Care
Osium AI,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",B2B Software and Services
Roame Holdings,"Community and Lifestyle, Software, Travel and Tourism",Unspecified
SuperKalam,Software,Unspecified
Planbase,"Health Care, Software",Health Care
Cleva,"Financial Services, Lending and Investments, Payments",Financial
Miden,"Financial Services, Payments",Financial
Contour,"Data and Analytics, Design, Other, Software",B2B Software and Services
Index,Software,Unspecified
Oway,"Artificial Intelligence (AI), Commerce and Shopping, Data and Analytics, Science and Engineering, Software, Transportation",B2B Software and Services
Voicepanel,"Data and Analytics, Design, Information Technology, Internet Services, Other, Software",B2B Software and Services
VetRec,"Artificial Intelligence (AI), Data and Analytics, Health Care, Science and Engineering, Software",B2B Software and Services
Tailfin,"Data and Analytics, Sales and Marketing, Software",B2B Software and Services
Elodin,"Consumer Electronics, Consumer Goods, Hardware, Science and Engineering, Software",B2B Software and Services
Risotto,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software",B2B Software and Services
Phospho,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software",B2B Software and Services
Patchwork,"Hardware, Information Technology, Internet Services",B2B Software and Services
Basalt Tech,"Manufacturing, Science and Engineering, Transportation",Industrials
Magic Hour,"Artificial Intelligence (AI), Data and Analytics, Media and Entertainment, Science and Engineering, Software, Video",B2B Software and Services
Narrative,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Payments, Science and Engineering, Software",Financial
Revamp AI,"Advertising, Artificial Intelligence (AI), Data and Analytics, Sales and Marketing, Science and Engineering, Software",B2B Software and Services
Deasie,"Artificial Intelligence (AI), Data and Analytics, Privacy and Security, Science and Engineering, Software",B2B Software and Services
Artos,"Artificial Intelligence (AI), Biotechnology, Data and Analytics, Other, Science and Engineering, Software",B2B Software and Services
Cargo,"Artificial Intelligence (AI), Data and Analytics, Other, Science and Engineering, Software",B2B Software and Services
Cedana,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",B2B Software and Services
Struct,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",B2B Software and Services
Undermind,"Artificial Intelligence (AI), Data and Analytics, Internet Services, Science and Engineering, Software",B2B Software and Services
Parallel 1245,"Health Care, Software",Health Care
Xeol,"Information Technology, Privacy and Security, Software",B2B Software and Services
CambioML,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",B2B Software and Services
HumanLayer,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software",B2B Software and Services
Pointhound,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Lending and Investments, Payments, Science and Engineering, Software",Financial
Cardinal,Software,Unspecified
Leaping AI,"Artificial Intelligence (AI), Data and Analytics, Other, Science and Engineering, Software",B2B Software and Services
Decoda Health,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Health Care, Science and Engineering, Software",Financial
Precip,"Agriculture and Farming, Data and Analytics, Design, Information Technology, Other, Software",B2B Software and Services
Pierre,"Information Technology, Software",B2B Software and Services
Quill AI,"Financial Services, Software",Financial
AltiusHub,"Biotechnology, Health Care, Science and Engineering, Software",Health Care
Dataleap,"Artificial Intelligence (AI), Data and Analytics, Design, Science and Engineering, Software",B2B Software and Services
Centralize,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Sales and Marketing, Science and Engineering, Software",B2B Software and Services
Buster,"Artificial Intelligence (AI), Data and Analytics, Design, Information Technology, Science and Engineering, Software",B2B Software and Services
Alguna,"Other, Payments, Software",Unspecified
Constructable,"Artificial Intelligence (AI), Data and Analytics, Real Estate, Science and Engineering, Software",Real Estate and Construction
DraftAid,"Design, Software",Unspecified
RadMate AI,"Artificial Intelligence (AI), Data and Analytics, Health Care, Science and Engineering, Software",B2B Software and Services
Second,"Apps, Software",Unspecified
Twine,"Artificial Intelligence (AI), Data and Analytics, Other, Professional Services, Sales and Marketing, Science and Engineering, Software",B2B Software and Services
Aqua Voice,"Information Technology, Internet Services",B2B Software and Services
Titan AI,"Apps, Artificial Intelligence (AI), Gaming, Mobile, Software",B2B Software and Services
Remy Security,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Privacy and Security, Science and Engineering, Software",B2B Software and Services
SciPhi,Information Technology,B2B Software and Services
Shepherd_1,"Artificial Intelligence (AI), Data and Analytics, Education, Science and Engineering, Software",Education
emojis.com,"Artificial Intelligence (AI), Data and Analytics, Design, Science and Engineering, Software",B2B Software and Services
Leafpress,"Data and Analytics, Hardware, Information Technology, Software",B2B Software and Services
Surface Labs,"Information Technology, Sales and Marketing, Software",B2B Software and Services
Spark,"Artificial Intelligence (AI), Data and Analytics, Internet Services, Science and Engineering, Software",B2B Software and Services
CoCrafter,Real Estate,Real Estate and Construction
Diffusion Studio,"Artificial Intelligence (AI), Data and Analytics, Media and Entertainment, Science and Engineering, Software, Video",B2B Software and Services
Infinity,"Financial Services, Payments",Financial
Baseline AI,"Artificial Intelligence (AI), Data and Analytics, Other, Science and Engineering, Software",B2B Software and Services
Superagent,Software,Unspecified
Odo,"Artificial Intelligence (AI), Other, Software",B2B Software and Services
Serra Technologies,"Data and Analytics, Design, Hardware, Information Technology, Internet Services, Software",B2B Software and Services
Meru_1,"Apps, Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software",B2B Software and Services
Poka Labs,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Manufacturing, Science and Engineering, Software",Industrials
Baselit,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",B2B Software and Services
Azalea Robotics Corporation,"Artificial Intelligence (AI), Data and Analytics, Hardware, Science and Engineering, Software, Transportation",B2B Software and Services
mdhub,"Artificial Intelligence (AI), Data and Analytics, Health Care, Science and Engineering, Software",B2B Software and Services
Health Harbor,"Health Care, Information Technology, Software",B2B Software and Services
Glide,"Other, Software",Unspecified
Relari,Software,Unspecified
Bilanc,Software,Unspecified
Carma,Transportation,Unspecified
Vaero,"Other, Professional Services, Software",Unspecified
Simbie Health,"Education, Health Care",Education
InQuery,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Science and Engineering, Software",Financial
Hatchet,"Information Technology, Internet Services",B2B Software and Services
Watto AI,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",B2B Software and Services
Exploding Gradients,"Science and Engineering, Software",Unspecified
xPay,"Financial Services, Information Technology",Financial
GovernGPT,Financial Services,Financial
Mica AI,"Artificial Intelligence (AI), Data and Analytics, Sales and Marketing, Science and Engineering, Software",B2B Software and Services
Aglide,"Information Technology, Other, Privacy and Security, Software",B2B Software and Services
Palomma,"Apps, Financial Services, Mobile, Payments, Software",Financial
Veles,"Other, Software",Unspecified
SiLogy,Software,Unspecified
Parea AI,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",B2B Software and Services
Million,"Internet Services, Software",Unspecified
Focal_2,"Media and Entertainment, Software, Video",Unspecified
Linc AI,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software",B2B Software and Services
Flair Health,"Artificial Intelligence (AI), Data and Analytics, Other, Science and Engineering, Software",B2B Software and Services
Maven Bio,"Artificial Intelligence (AI), Biotechnology, Data and Analytics, Health Care, Science and Engineering, Software",B2B Software and Services
Chatter,"Information Technology, Internet Services, Other",B2B Software and Services
Ionworks,"Energy, Software",Unspecified
Curo,Transportation,Unspecified
ion design,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",B2B Software and Services
Menza,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",B2B Software and Services
CloudCruise,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",B2B Software and Services
Kite,"Artificial Intelligence (AI), Data and Analytics, Media and Entertainment, Sales and Marketing, Science and Engineering, Software, Video",B2B Software and Services
Elayne,"Administrative Services, Health Care, Professional Services",Health Care
Coldreach,"Information Technology, Internet Services, Messaging and Telecommunications",B2B Software and Services
Atopile,"Consumer Electronics, Hardware, Information Technology, Manufacturing",Industrials
Glade,"Gaming, Software",Unspecified
Fume,"Artificial Intelligence (AI), Data and Analytics, Education, Science and Engineering, Software",Education
Sonauto,Software,Unspecified
Abel,"Information Technology, Internet Services, Other, Professional Services, Software",B2B Software and Services
CodeStory,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software",B2B Software and Services
Inri,Financial Services,Financial
Inari,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software",B2B Software and Services
Kiosk,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Internet Services, Messaging and Telecommunications, Sales and Marketing, Science and Engineering, Software",B2B Software and Services
Carousel Technologies,"Financial Services, Other, Software",Financial
Alai,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",B2B Software and Services
Praxos,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Science and Engineering, Software",Financial
Sero AI,"Artificial Intelligence (AI), Data and Analytics, Internet Services, Science and Engineering, Software",B2B Software and Services
Autotab,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",B2B Software and Services
Fastgen,"Information Technology, Software",B2B Software and Services
Glaze,"Artificial Intelligence (AI), Clothing and Apparel, Commerce and Shopping, Data and Analytics, Design, Science and Engineering, Software",B2B Software and Services
BetterBasket,"Commerce and Shopping, Food and Beverage, Other",Unspecified
Soundry AI,"Artificial Intelligence (AI), Community and Lifestyle, Data and Analytics, Media and Entertainment, Science and Engineering, Software",B2B Software and Services
Parasale,"Administrative Services, Artificial Intelligence (AI), Data and Analytics, Professional Services, Science and Engineering, Software",B2B Software and Services
Quivr,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",B2B Software and Services
Autumn Labs,"Hardware, Science and Engineering, Software",B2B Software and Services
AiFlow,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Science and Engineering, Software",Financial
KoalaOps,"Information Technology, Software",B2B Software and Services
DGI Apparel,"Clothing and Apparel, Commerce and Shopping, Other",Unspecified
Baserun,"Apps, Artificial Intelligence (AI), Data and Analytics, Education, Science and Engineering, Software",Education
Viva Labs,"Content and Publishing, Information Technology, Media and Entertainment, Software, Video",B2B Software and Services
Arcane,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",B2B Software and Services
Hemingway,"Artificial Intelligence (AI), Data and Analytics, Health Care, Information Technology, Science and Engineering, Software",B2B Software and Services
Nanograb,"Biotechnology, Health Care, Science and Engineering",Health Care
Offstream,"Information Technology, Other, Sustainability",B2B Software and Services
Overlap,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Media and Entertainment, Other, Science and Engineering, Software",B2B Software and Services
DIME,"Artificial Intelligence (AI), Data and Analytics, Manufacturing, Science and Engineering, Software",Industrials
Wattson Health,"Apps, Information Technology, Software",B2B Software and Services
Baseplate,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software",B2B Software and Services
Village Labs,"Administrative Services, Financial Services, Information Technology",Financial
Empower,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",B2B Software and Services
Sizeless,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software",B2B Software and Services
Tegon,"Administrative Services, Artificial Intelligence (AI), Data and Analytics, Other, Science and Engineering, Software",B2B Software and Services
LaunchFlow,"Information Technology, Software",B2B Software and Services
Numo,"Financial Services, Payments",Financial
Upfront,Energy,Unspecified
Wuri,"Artificial Intelligence (AI), Content and Publishing, Data and Analytics, Media and Entertainment, Science and Engineering, Software",B2B Software and Services
PocketPod,"Information Technology, Media and Entertainment, Music and Audio",B2B Software and Services
BabylonAI,"Artificial Intelligence (AI), Data and Analytics, Hardware, Science and Engineering, Software",B2B Software and Services
Can of Soup,"Information Technology, Internet Services, Software",B2B Software and Services
Biocartesian,"Biotechnology, Health Care, Other, Science and Engineering",Health Care
Finbar,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Science and Engineering, Software",Financial
Texel.ai,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software",B2B Software and Services
Raz,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",B2B Software and Services
Weavel,"Artificial Intelligence (AI), Data and Analytics, Internet Services, Science and Engineering, Software",B2B Software and Services
TrendUp,"Apps, Artificial Intelligence (AI), Data and Analytics, Mobile, Science and Engineering, Software",B2B Software and Services
Stitch Technologies,Software,Unspecified
VaultPay,"Financial Services, Other, Payments, Software",Financial
Mango Health,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Health Care, Science and Engineering, Software",Financial
Lifelike,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software",B2B Software and Services
DioxusLabs,Software,Unspecified
Kontractify,"Privacy and Security, Software",Unspecified
Velorum Therapeutics,"Biotechnology, Science and Engineering",Unspecified
CodeParrot,Software,Unspecified
Upstream,"Information Technology, Internet Services, Messaging and Telecommunications, Software",B2B Software and Services
Slicker,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Payments, Science and Engineering, Software",Financial
Glimmer,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software",B2B Software and Services
Vectorview,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software",B2B Software and Services
SynsoryBio,"Biotechnology, Data and Analytics, Design, Science and Engineering",B2B Software and Services
Firebender,"Artificial Intelligence (AI), Other, Sales and Marketing",B2B Software and Services
Dragoneye,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",B2B Software and Services
HeyPurple,"Artificial Intelligence (AI), Data and Analytics, Real Estate, Science and Engineering, Software",Real Estate and Construction
Vizly,"Artificial Intelligence (AI), Data and Analytics, Internet Services, Science and Engineering, Software",B2B Software and Services
Quantic,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Sales and Marketing, Science and Engineering, Software",B2B Software and Services
Lightski,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Internet Services, Messaging and Telecommunications, Science and Engineering, Software",B2B Software and Services
Trench,"Financial Services, Information Technology, Payments, Privacy and Security, Software",Financial
Forge Rewards,"Commerce and Shopping, Mobile, Other",Unspecified
Cerelyze,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software",B2B Software and Services
Merse,"Artificial Intelligence (AI), Data and Analytics, Media and Entertainment, Music and Audio, Science and Engineering, Software",B2B Software and Services
Trainy,"Education, Professional Services, Software",Education
Apoxy,"Apps, Software",Unspecified
Preloop,"Artificial Intelligence (AI), Data and Analytics, Software",B2B Software and Services
Roundtable,"Data and Analytics, Information Technology, Other, Software",B2B Software and Services
Celest,"Internet Services, Software",Unspecified
Casehopper,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software",B2B Software and Services
Gloo,Information Technology,B2B Software and Services
Revideo,"Internet Services, Media and Entertainment, Software, Video",Unspecified
Zelos Cloud,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Internet Services, Science and Engineering, Software",B2B Software and Services
Fragment,"Artificial Intelligence (AI), Data and Analytics, Other, Science and Engineering, Software",B2B Software and Services
Browser Buddy,"Internet Services, Software",Unspecified
Inlet,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software",B2B Software and Services
ProdTrace,"Data and Analytics, Hardware, Information Technology, Software",B2B Software and Services
CraftOS,"Financial Services, Other, Payments, Software",Financial
Finex,"Apps, Financial Services, Mobile, Software",Financial
Noya Software,"Design, Software",Unspecified
Ontra Mobility,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software, Transportation",B2B Software and Services
Serial,Software,Unspecified
Telophase,"Information Technology, Internet Services, Software",B2B Software and Services
Instaclass,"Artificial Intelligence (AI), Data and Analytics, Education, Science and Engineering, Software",Education
Thread,"Information Technology, Other, Software",B2B Software and Services
LinkGrep,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software",B2B Software and Services
ten.dev,"Artificial Intelligence (AI), Data and Analytics, Media and Entertainment, Science and Engineering, Software, Video",B2B Software and Services
Line.Build,"Financial Services, Software",Financial
Humanlike,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Payments, Professional Services, Science and Engineering, Software",Financial
Tremor,"Data and Analytics, Manufacturing, Software",Industrials
DataShare,"Data and Analytics, Information Technology, Software",B2B Software and Services
Kips Health,"Health Care, Information Technology, Other, Software",B2B Software and Services
Mirrorful,Software,Unspecified
Rosettic,"Information Technology, Software",B2B Software and Services
Semantic Finance,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Science and Engineering, Software",Financial
Teclada,"Information Technology, Software",B2B Software and Services
Pandan,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Health Care, Science and Engineering, Software",Financial
Axflow,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",B2B Software and Services
Skygaze,"Artificial Intelligence (AI), Data and Analytics, Internet Services, Media and Entertainment, Other, Software",B2B Software and Services
RecipeUI,Software,Unspecified
Branch AI,"Artificial Intelligence (AI), Commerce and Shopping, Data and Analytics, Science and Engineering, Software",B2B Software and Services
Waypoint,"Community and Lifestyle, Information Technology, Internet Services",B2B Software and Services
devmark.ai,"Artificial Intelligence (AI), Data and Analytics, Other, Sales and Marketing, Science and Engineering, Software",B2B Software and Services
Glasskube,"Information Technology, Privacy and Security, Software",B2B Software and Services
VideoGen,"Artificial Intelligence (AI), Data and Analytics, Internet Services, Media and Entertainment, Science and Engineering, Software, Video",B2B Software and Services
Pylon_1,"Information Technology, Other, Professional Services, Sales and Marketing, Software",B2B Software and Services
Feather_1,"Data and Analytics, Information Technology, Software",B2B Software and Services
Reflex,Software,Unspecified
FleetWorks Technology,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software, Transportation",B2B Software and Services
SensorSurf,"Data and Analytics, Hardware, Science and Engineering, Software",B2B Software and Services
Suger,"Other, Software",Unspecified
Trigger.dev,"Other, Software",Unspecified
SuretyNow,"Financial Services, Internet Services, Other, Software",Financial
nsave,"Financial Services, Lending and Investments",Financial
Assembly HOA,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Real Estate, Science and Engineering, Software",Real Estate and Construction
Venta,"Information Technology, Other, Sales and Marketing, Software",B2B Software and Services
Middleware,"Hardware, Information Technology, Internet Services, Software",B2B Software and Services
Meru_2,"Commerce and Shopping, Information Technology, Professional Services, Software, Transportation",B2B Software and Services
Pirros,"Real Estate, Science and Engineering",Real Estate and Construction
HappyRobot,"Artificial Intelligence (AI), Data and Analytics, Hardware, Navigation and Mapping, Science and Engineering, Software",B2B Software and Services
Unthread,"Artificial Intelligence (AI), Data and Analytics, Other, Professional Services, Science and Engineering, Software",B2B Software and Services
Rubber Ducky Labs,"Information Technology, Software",B2B Software and Services
Cloudchipr,"Data and Analytics, Software",B2B Software and Services
PlayAI,"Artificial Intelligence (AI), Data and Analytics, Media and Entertainment, Music and Audio, Science and Engineering, Software",B2B Software and Services
NuMind,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",B2B Software and Services
Coris,"Financial Services, Payments, Professional Services, Software",Financial
Intuned,"Data and Analytics, Information Technology, Software",B2B Software and Services
Slauth.io,"Information Technology, Privacy and Security, Software",B2B Software and Services
MovingLake,"Data and Analytics, Other, Software",B2B Software and Services
Kombo,"Administrative Services, Professional Services, Software",Unspecified
TorMagnus Pharmaceuticals,"Artificial Intelligence (AI), Biotechnology, Data and Analytics, Science and Engineering, Software",B2B Software and Services
Airtrain AI,"Artificial Intelligence (AI), Data and Analytics, Hardware, Internet Services, Science and Engineering, Software",B2B Software and Services
Jaldi,"Commerce and Shopping, Food and Beverage",Unspecified
Integration Labs,"Data and Analytics, Financial Services, Information Technology, Software",Financial
Booth AI,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software",B2B Software and Services
Fern,"Data and Analytics, Information Technology, Software",B2B Software and Services
Erad,"Financial Services, Information Technology",Financial
Cone Software,"Other, Software",Unspecified
Vizzly Technology,"Artificial Intelligence (AI), Data and Analytics, Software",B2B Software and Services
Salvy,"Hardware, Information Technology, Software",B2B Software and Services
Wmastersolutions (PVT) Ltd,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",B2B Software and Services
Remi,"Real Estate, Software",Real Estate and Construction
Infield,"Information Technology, Internet Services, Software",B2B Software and Services
Poly,"Artificial Intelligence (AI), Data and Analytics, Hardware, Internet Services, Science and Engineering, Software",B2B Software and Services
BlueHill Payments,"Financial Services, Mobile, Payments, Software",Financial
Paces,"Energy, Hardware, Information Technology, Natural Resources, Sustainability",B2B Software and Services
Coupl,"Financial Services, Lending and Investments, Payments",Financial
Vessel,"Data and Analytics, Information Technology, Sales and Marketing, Software",B2B Software and Services
Outset,"Artificial Intelligence (AI), Data and Analytics, Professional Services, Science and Engineering, Software",B2B Software and Services
Infisical,"Information Technology, Privacy and Security, Software",B2B Software and Services
Traceloop,"Artificial Intelligence (AI), Data and Analytics, Software",B2B Software and Services
Persist AI,"Artificial Intelligence (AI), Biotechnology, Data and Analytics, Science and Engineering, Software",B2B Software and Services
Pump,"Financial Services, Other, Software",Financial
Numeral,"Financial Services, Information Technology, Software",Financial
Chariot,"Financial Services, Payments",Financial
Truewind,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Professional Services, Science and Engineering, Software",Financial
Ballerine,"Artificial Intelligence (AI), Financial Services, Information Technology, Payments, Privacy and Security, Professional Services, Software",Financial
Two Dots,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Information Technology, Payments, Privacy and Security, Science and Engineering, Software",Financial
Signatur Biosciences,"Biotechnology, Health Care, Science and Engineering",Health Care
Magna,"Blockchain and Cryptocurrency, Financial Services, Internet Services",Financial
Langfuse,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",B2B Software and Services
Julius AI,"Artificial Intelligence (AI), Data and Analytics, Design, Information Technology, Science and Engineering, Software",B2B Software and Services
Avina,"Artificial Intelligence (AI), Data and Analytics, Other, Professional Services, Sales and Marketing, Science and Engineering, Software",B2B Software and Services
Rollstack,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Sales and Marketing, Science and Engineering, Software",B2B Software and Services
AiPrise,"Apps, Financial Services, Information Technology, Lending and Investments, Mobile, Privacy and Security, Software",Financial
Nest Genomics (YC W22),Health Care,Health Care
Wondercraft,"Artificial Intelligence (AI), Data and Analytics, Media and Entertainment, Music and Audio, Science and Engineering, Software",B2B Software and Services
